"code","iso","country","PPD.raw.2001","PPD.raw.2002","PPD.raw.2003","PPD.raw.2004","PPD.raw.2005","PPD.raw.2006","PPD.raw.2007","PPD.raw.2008","PPD.raw.2009","PPD.raw.2010","PPD.raw.2011","PPD.raw.2012","PPD.raw.2013","PPD.raw.2014","PPD.raw.2015","PPD.raw.2016","PPD.raw.2017","PPD.raw.2018","PPD.raw.2019","PPD.raw.2020","PPD.raw.2021","PPD.raw.2022"
4,"AFG","Afghanistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0
8,"ALB","Albania",0.000311555380517925,0.00104502515179575,0.00662734549317026,0.000969279690979652,0.000501856211352153,0.00138795496507764,0.000300220349015073,6.37154854354406e-05,0.00208566997507903,0.00434140996761028,0.000391083831929683,0.00153942166278778,0.000339084653519552,0.00474927093232238,0.00552999968597647,0.00137668364715099,0.00419628236871339,0.00218325588426661,0.00302984791430651,0.0011954547554727,0.00151690702671174,0.00158024397947535
12,"DZA","Algeria",0.079794383671506,0.0501759233880035,0.00885199172642245,0.0138665369952841,0.00282038462363039,0.00718256521817558,0.00267889163039793,0.0123058773337285,0.0214096900655383,0.00524154660697287,0.00273390177395629,0.00339544549018174,0.00837977016556134,0.0052590345196499,0.00512180886428523,0.00384176953150201,0.0013001123506285,0.00439299227475093,0.0116678985013348,0.00391438746942752,0.0124151582708993,0.00414001074194212
20,"AND","Andorra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"AGO","Angola",0.000293247873678061,2.48077609672587e-05,8.67611030187769e-05,0.00016043468883154,4.14905466309282e-05,4.68824154454154e-05,0.000247405344197521,5.90983543337678e-05,4.36221486535959e-05,8.70050358427285e-05,0.00096688103728098,0.000394059776597356,0.0107638020650707,0.0253834003562602,0.0180664949274943,0.0020395033470978,0.00731979127960338,0.000575296192314345,3.97707381010166e-05,5.17199655996898e-05,0.000596350849113843,0.00158985408419791
660,"AIA","Anguilla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0
28,"ATG","Antigua and Barbuda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"ARG","Argentina",0.342991569869446,0.387457760893011,0.486881145968321,0.548470774067682,0.502286830333596,0.437842217823376,0.537039274736064,0.522262661816387,0.481768212013446,0.549748422743893,0.586210110317647,0.520897315225752,0.439595198407754,0.470473010130674,0.479643939466547,0.45674492939134,0.436797378286102,0.504186496263481,0.494311831341823,0.457138410294187,0.461904125864497,0.474133709045687
51,"ARM","Armenia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,"ABW","Aruba",NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
36,"AUS","Australia",0.00112743453976862,0.00143142950249015,0.00162180895394433,0.0054817812377779,0.0040312226669481,0.00444851230723941,0.00358964338521419,0.00343000751679311,0.0027040966603367,0.00133920553443964,0.00276230337370084,0.00349785340848284,0.00188830576795045,0.00109879288454308,0.00110648211545633,0.011393155341916,0.00207435649818487,0.00103374498811678,0.000415694777218908,0.000232267598885361,0.000691842953963194,0.0038991594787749
40,"AUT","Austria",0.000895676179469087,0.00109564594590898,0.000525138458089506,0.000517079487170434,0.000582588168964266,0.000139692500010123,0.000457246998135276,0.00072840484061191,0.000898235249435945,0.000417579958268856,0.000214322822069385,0.000152941439088513,0.000649397656728451,0.000571177556662227,0.000755551643851437,0.000273409250705049,0.000410200794260569,0.000204440847941412,0.000342774312124317,0.000115618138613863,0.000164605574678457,0.000169182199744325
31,"AZE","Azerbaijan",0.00472432477115173,0.0830649642573362,0.0371945387520101,0.0895843738333492,0.0609898976280781,0.150138029180565,0.088468338663124,0.0979596530178092,0.11154273306912,0.0463990204667067,0.088921177714994,0.0287060012855616,0.0317287948076566,0.0343027719826465,0.0370657969067183,0.00919391111563608,0.0808777203662307,0.488524860497904,0.0390462756511059,0.248211912216477,0.282980416020467,0.0151961374120341
44,"BHS","Bahamas",0.0386048738332539,0.0119559948919846,0.0211716103453769,0.0337641324827471,0.0256197916197341,0.169429392383882,0.0678443742110445,0.0531809292316404,0.0538439395523282,0.031196597525345,0.266963067602428,0.134562304375579,0.177421990757191,0.298160988778077,0.377987313398184,0.128427538436115,0.336807345832128,0.419314764117364,0.110943969129204,0.067331446465436,0.203246023137331,0.243142784588356
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",0.0368805289379944,0.0523952008612577,0.0604516248652065,0.0458151694316477,0.0810651791860716,0.059189293321551,0.0388934924781055,0.0498333559014429,0.0465402717941062,0.058957486050202,0.0588027822537497,0.0525832999264515,0.0618981504706835,0.0722642136465035,0.0893218595539488,0.0739252606306527,0.0702183395581488,0.0670607570210145,0.0775120951845453,0.0774481051250041,0.0723818637952122,0.0700379355988118
52,"BRB","Barbados",0.424294739792608,0.269794814695333,0.250111841881032,0.0630780343067056,0.204768052597946,0.254586511140917,0.14459115011753,0.25688586023602,0.158240996642309,0.180315230375043,0.0744012033611627,0.0591819885475959,0.154973442937624,0.0689821251542422,0,0.261859786448834,0,0,0.00139688722304812,0,0.126117832691724,0.0142885952295129
112,"BLR","Belarus",0.000279700279549273,0.0010020392847312,8.45795844449613e-05,0.000221030837490497,0.000544729530569613,0.00105630801426226,0.000561598235319204,0.000569165270341621,0.000610713847515787,0.00112638510713371,0.00051491830721994,0.000792357843455447,0.000322617997532209,0.000392064909289631,0.000741479707184033,0.00135948924838399,0.00166726298706172,0.000121970342439711,0.000207080479752271,0.000270809948244667,7.41523264531732e-05,0.000302638692535691
