"code","iso","country","CHA.raw.1999","CHA.raw.2000","CHA.raw.2001","CHA.raw.2002","CHA.raw.2003","CHA.raw.2004","CHA.raw.2005","CHA.raw.2006","CHA.raw.2007","CHA.raw.2008","CHA.raw.2009","CHA.raw.2010","CHA.raw.2011","CHA.raw.2012","CHA.raw.2013","CHA.raw.2014","CHA.raw.2015","CHA.raw.2016","CHA.raw.2017","CHA.raw.2018","CHA.raw.2019","CHA.raw.2020","CHA.raw.2021","CHA.raw.2022"
108,"BDI","Burundi",-0.0070577765841769,-0.0224073386128153,-0.0199572337935317,-0.0164161952127861,-0.01233335522564,-0.00774695066187341,-0.000135800750645706,0.0111695459815087,0.0273882437435133,0.0446886648501659,0.0432932268710016,0.0406207694054956,0.0444175696941504,0.0318738243952199,0.0282995563587496,0.0228551195279119,0.0159777816391988,0.0153282560629036,0.0156611712253478,0.0169782159629706,0.0203760581104229,0.0239140051467577,0.0273571484303521,0.0176516368558566
132,"CPV","Cabo Verde",0.0124892780072627,0.00706021743687502,0.00235375758620271,0.00379765018033895,0.00605358282932777,0.00997062673439264,0.0157414325609004,0.018642861732626,0.0223309725530894,0.0283547160912145,0.0346660318325149,0.0394221433576567,0.0414347292303172,0.0415315191279264,0.0382511585626253,0.0358330566989395,0.0318185614788802,0.0271179630843246,0.018423974339024,0.01059266657332,0.00543812532339283,0.004839273553501,0.00407865778801475,0.00544315397860018
116,"KHM","Cambodia",NA,NA,NA,0.0194608978088646,0.0204592455343073,0.0113235533705738,0.015157733525244,0.0198195892565296,0.0237496599358427,0.0260621580373845,0.0305530950950086,0.029742207082815,0.0280965606103973,0.0228154912547809,0.0194003436463597,0.0113324424948285,0.00587400897493207,0.00321139053664532,0.00211774463376679,0.00112375547924937,0.000289837105625912,-0.000621385203195551,0.00157155464707248,0.00266388249407057
120,"CMR","Cameroon",-0.000755914683592843,0.00683851284871606,0.0140398179918668,0.0167715817092529,0.0184613769313471,0.0113536698516898,0.00716149177961034,0.0025015678329745,-0.00547337253526013,-0.012105943215987,-0.016305749330297,-0.0149428752303457,-0.0153980726614626,-0.0136713149466269,-0.00154231008784637,0.0044212983830545,0.017057233775551,0.0256461403534118,0.0266650200634799,0.0262752838549867,0.0260235384765661,0.0204705834465051,0.0102256688541265,0.00550492911994671
124,"CAN","Canada",0.0319048870649601,0.0294090387115391,0.0246921610075304,0.0197810985166069,0.0146565183063885,0.0110842092846695,0.00930801996340969,0.00904792224235718,0.00764650930115018,0.00568951369693815,0.00091974399226058,-0.00205251445550082,-0.00582566472740803,-0.00825502150213416,-0.00929126528617001,-0.00654624416601755,-0.00423393497891358,-0.00420799826894176,-0.0052332536441537,-0.00575823994769494,-0.0134718052616812,-0.0290384697229135,-0.0432138807019751,-0.0423895929149452
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",0.0240519912491559,0.0287178887331567,0.0221384984542483,0.00880854505529083,0.0093309072112866,0.00143918996786874,-0.00565169914504414,-0.00486625565264923,-0.000805369354772617,0.010137685550377,0.00255403894774942,0.0101736783884931,0.0111921335079324,-0.00402345127454438,-0.000502631330414097,-0.00514362220520059,-0.00585325578062347,-0.0022445384760542,-0.000268001382593846,0.00695604238922765,-0.00206886704164677,-0.00169749437282048,0.00100629681676123,-0.00382429943918444
148,"TCD","Chad",-0.0482749911638916,-0.126742796871507,-0.140817918915686,-0.135807256381191,-0.0995164894618232,-0.0488088425822098,-0.00728447266851154,0.0169057953655478,0.037460327448859,0.0505720419007332,0.0576836868761978,0.0574255861736499,0.0547294040696,0.0494607868677974,0.043040298097974,0.0432351509375195,0.0469237110193879,0.0497823582518804,0.0516701973904701,0.0531063290498652,0.0530024821201285,0.0535463168194064,0.0538731155474144,0.0511861985177831
152,"CHL","Chile",0.0114080674951007,0.0144819683122224,0.0157831707879388,0.0174453880594012,0.0170110641914354,0.0170877535035983,0.0166836862735387,0.0164277085842024,0.0152196255387598,0.00994993203862715,0.00266531737122788,-0.00279473991802789,-0.00873914300262241,-0.00981604847312751,-0.00530250164182615,-0.00379447204930441,0.00098761022784366,0.00845004183877895,0.0137682150642748,0.016807474975288,0.0162874826540818,0.0137747933173391,0.00896922787833176,0.00661746202384483
156,"CHN","China",0.0197867802777454,0.0202514438965207,0.0195697048760914,0.0174831009784362,0.0164499714347397,0.0184442248558296,0.0253197371169107,0.033511477189055,0.036533648891939,0.0379327443160833,0.0374911580833626,0.0364868909775662,0.0351082311152668,0.0293953487852947,0.021889523086283,0.0150323907516468,0.0100644072499416,0.00484202698744163,4.61256365227314e-05,-0.00471723007279507,-0.011418844130018,-0.00744763310414033,-0.000578070095584114,0.00265341702287891
170,"COL","Colombia",0.0137984326324563,0.0128080872339289,0.0123091131206006,0.0130653173050856,0.0146008297986178,0.0164271880105029,0.0171256617737794,0.0183667047275029,0.0198735026034913,0.021612180135719,0.0215296930329694,0.0211447572682957,0.0206007692954948,0.0175740565346205,0.0152247577937932,0.0133431232774024,0.0113069769214691,0.0104297839109184,0.0111559104479626,0.0153932438147015,0.0202337189098842,0.0249169268683711,0.0296880169607159,0.0295779080356269
174,"COM","Comoros",0.0230940118569791,0.0204318622721316,0.0188424063633006,0.018773825470769,0.0176204254827919,0.0162035538259415,0.0158456878167532,0.0178962896922223,0.0167577211504459,0.0194055208384503,0.023102935340052,0.0242214211680931,0.0279972584450943,0.032203209902286,0.033323060860847,0.0338994162320083,0.0336267523259812,0.033784600374867,0.0290246052692775,0.0260278764562587,0.0222625036817052,0.0187675554715838,0.0165881599688285,0.0172382951841024
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",-0.0197554004604946,-0.0184353296453354,-0.0122944828857573,-0.00447635920148171,0.00394094282025037,0.0112426471482914,0.0112325395701649,0.0082627299927871,0.00746431499793965,0.00871487396156589,0.00907407100237401,0.00890029378420221,0.0103443893434265,0.0103074519203594,0.0122746855403895,0.0136720164034618,0.0119256724500214,0.00685509046031929,0.00416096746853922,0.0046972594952881,0.00529679479830181,0.00372931087884809,0.00490174793284526,0.0059617941784702
384,"CIV","Cote d'Ivoire",0.0342330146759859,0.0334995095086132,0.0331292476792884,0.0336010724437279,0.0301501995735698,0.0261163772790463,0.027672675891862,0.0286317158109628,0.0290471230975624,0.0262225629767356,0.0209444136449985,0.0170454176410331,0.0175982489439765,0.0204725957508047,0.0236649407052385,0.0208259898513479,0.0234678865196374,0.0290398724316843,0.0301881561311943,0.0275568244692104,0.02093900818534,0.0145278279831476,0.00800053336064899,0.00782770376410014
191,"HRV","Croatia",NA,NA,NA,NA,NA,0.00837110637556271,0.0121139369949943,0.0161707548824159,0.01819235794124,0.017706950356817,0.0176720451932637,0.0159858792334149,0.012989192606174,0.00810587519004136,0.00371656112939345,0.000313125855986529,-0.00139220144779598,-0.00148685902235303,-0.00158150321037268,-0.00467354100163639,-0.00832252139243634,-0.00991615549868554,-0.0138834512284003,-0.0138206218796782
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",0.0205664696198,0.0179339459485175,0.0166873203723452,0.0163921069237283,0.0156258281957025,0.0135501877219737,0.0103554616763062,0.00804223871713017,0.00561227048055146,0.00258214061328199,-0.00103012648693989,-0.00473657672871075,-0.00406871508886543,-0.00191837751351273,-0.000952423140650388,-0.000164486770209998,-0.000216688265323207,-0.0001027623124254,0.0015427700658559,0.00378162862303255,0.006649403684446,0.0109035841166414,0.0158150603962612,0.0161806320202897
203,"CZE","Czech Republic",-0.0574296581368635,-0.0657085673324483,-0.0661591186516818,-0.0683607553765489,-0.0664122608175559,-0.0682834933949003,-0.0607336866600328,-0.0448476203576682,-0.0328790499933998,-0.0203550867625377,-0.0150911284208838,-0.0112437246650524,-0.00966911630267005,-0.00939231116065461,-0.0120365727171119,-0.0191045475537068,-0.0181253495775787,-0.017244538511696,-0.0198801389295317,-0.0211208360568792,-0.026925012395636,-0.0316801436538233,-0.0325282235691772,-0.0311825710564081
180,"COD","Dem. Rep. Congo",-0.00606518920095324,-0.00471303829774117,-0.00465216479559038,-0.0051253759973751,-0.00459128032340823,0.00107251456423008,0.0101164203316375,0.0102185940410635,0.00473821376817973,0.00606663653443329,0.00413209368030865,0.00709246622067039,0.00591214527791384,0.00996878968598192,0.0151632832455018,0.0217218424656915,0.0276986563981865,0.0331231950484931,0.0333212870194513,0.0311890221941773,0.0269711738467617,0.0239687364123338,0.0163513627871581,0.0159193644882725
208,"DNK","Denmark",0.00529178351918036,0.00245580476343132,0.00203557519905506,0.00146227893626905,0.00237207855069288,0.00104212455163433,-0.00157547715372225,-0.00475512885797974,-0.009318889244733,-0.0135575548775998,-0.0190734822344102,-0.0215616634524631,-0.0200775148862999,-0.0177939027310957,-0.0136069093924939,-0.0118324010839261,-0.0118565111276576,-0.0129794564584034,-0.0118704699766178,-0.00864550585466171,-0.00813005939491611,-0.00332050780012145,-0.000497327515556785,-0.00105759786600933
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0110216715397857
212,"DMA","Dominica",0.0542066001980681,0.0652779607502165,0.0716368672887335,0.0707289357713394,0.063163974904775,0.0497912934696412,0.0370895745189026,0.0490711748796944,0.0574228224906002,0.0630787130722854,0.0655430972513475,0.0671409185120839,0.0731604805333972,0.0671176879959194,0.0538676264954778,0.0352185249715453,0.0108557912354676,0.00836083986096292,0.00788794433546292,0.0069285305491531,0.00484249194930042,0.00256537134935941,0.00804093775587411,0.00938425963080203
214,"DOM","Dominican Republic",0.0344560588661664,0.0222612516051477,0.0186677803566686,0.0202054526830324,0.0264335775501823,0.0400878125251183,0.0485954466502314,0.0554303279008064,0.0630614285636484,0.0659630544187715,0.0649500985616327,0.0624300915156721,0.0592309509113771,0.0555120715681692,0.0488196125985938,0.0443554672447193,0.0363480834713199,0.0281972072268435,0.0242538481718884,0.0213931304566823,0.0195824973119214,0.0192377182605932,0.0191047121803105,0.0195803534889105
218,"ECU","Ecuador",0.0317356334009145,0.0213682095149392,0.0149221637068813,0.00976730122048419,0.0043522410007133,0.00108866202107927,-0.00348562970632426,-0.00482132835627838,-0.00456553839027214,-0.00471459108175984,0.00108661474341099,-0.000499903997484141,0.00292155545025863,0.00695714619022403,0.0121602230602313,0.0161256712566713,0.0151360736140715,0.015664928566997,0.0120914944294064,0.00575883811147615,0.00421248714774558,0.00322891243424706,0.00350619850114442,0.00472678665551252
818,"EGY","Egypt",0.0552304139733724,0.0505275268580878,0.0460116555946302,0.0410512074753386,0.0351827505693976,0.0294048290985756,0.0252253659600019,0.0227303172790894,0.0207614371924729,0.0167405114797743,0.0128638612425855,0.00857026749807632,0.00555001380082243,0.0047018211596308,0.00165487430370348,-0.00135660478552539,-0.00545729069127821,-0.00496750131683968,-0.00289685461949093,-0.00100037163585557,-0.00837279016999118,-0.0199162074265555,-0.0256342669045634,-0.0198370875640602
222,"SLV","El Salvador",0.0111494487945361,0.00301210469736612,0.00106394573804969,0.00287105891264106,0.00261439531217844,0.00477917155581964,0.00406004801221282,0.00965448191849183,0.0138967750166812,0.0122159434352669,0.011115478236212,0.000433175566015187,-0.0136092374756026,-0.0207758121344169,-0.0369251738679813,-0.0392485117719474,-0.0365972017963176,-0.0303992757246512,-0.0237202131559867,-0.025106217618063,-0.0286589252887011,-0.0291465354044373,-0.0388283508401805,-0.0389773704780293
226,"GNQ","Equatorial Guinea",0.479214306502512,0.351030098364699,0.278192316211491,0.215700186660346,0.165829430297864,0.0764110040714874,0.0690381817129371,0.0572355469173356,0.0447003449995598,0.0390549021686166,0.0264645068163358,0.0234010754471297,0.0157030748517291,0.0074938765763557,0.0032128446559867,-0.00525798183401677,-0.0237291039777617,-0.0246098477059229,-0.0160173862340686,-0.0111436712326324,-0.00808107320286039,-0.00266629234495092,-0.00110924164387201,-0.0028196181624533
232,"ERI","Eritrea",NA,NA,0.0734805869619821,0.0736147716130753,0.0596447017524118,0.0407197857468713,0.0228540921396239,0.00941874645822471,0.00784227297720363,0.00706290212222505,0.00920162528237745,0.0115852326927326,0.0121029754509865,0.0113918535272095,0.0116469207627148,0.0113597576058608,0.0114210558147105,0.00842726744757649,0.00853614463280894,0.00817440603413977,0.00773928052272632,NA,NA,NA
