"code","iso","country","FGP.raw.2000","FGP.raw.2001","FGP.raw.2002","FGP.raw.2003","FGP.raw.2004","FGP.raw.2005","FGP.raw.2006","FGP.raw.2007","FGP.raw.2008","FGP.raw.2009","FGP.raw.2010","FGP.raw.2011","FGP.raw.2012","FGP.raw.2013","FGP.raw.2014","FGP.raw.2015","FGP.raw.2016","FGP.raw.2017","FGP.raw.2018","FGP.raw.2019","FGP.raw.2020","FGP.raw.2021","FGP.raw.2022"
4,"AFG","Afghanistan",4.72803996851658e-06,6.50121349213089e-06,7.66657320748852e-06,8.7877614303826e-06,1.0147089922874e-05,1.16749731711165e-05,1.17910883268854e-05,1.1813166206114e-05,1.20330573058461e-05,1.20137415293537e-05,1.15999930754781e-05,1.12481874263932e-05,1.10285143222491e-05,1.09380715241448e-05,1.152333965334e-05,1.23839012956849e-05,1.37717158232713e-05,1.50097838540625e-05,1.64909521641363e-05,1.76862287741757e-05,1.87569456507878e-05,1.99753303423373e-05,2.07640534651522e-05
8,"ALB","Albania",7.54282821095445e-06,1.0522280929869e-05,1.33398448382667e-05,1.65810418158083e-05,1.99211150274254e-05,2.39416607144577e-05,2.5363010171603e-05,2.60604568930077e-05,2.73130043151154e-05,2.84199692640765e-05,2.83897713061458e-05,2.86383530193326e-05,2.92718144835835e-05,3.0119940920703e-05,3.29860053497555e-05,3.6796573614149e-05,4.20708452171881e-05,4.69817366329129e-05,5.33775052540211e-05,5.92111740244434e-05,6.51902197756117e-05,7.18435262225314e-05,7.78200584082772e-05
12,"DZA","Algeria",1.7579420393187e-05,2.04480723925863e-05,2.30199841288593e-05,2.58922831731074e-05,2.87909764650378e-05,3.21634241788238e-05,3.3497751463433e-05,3.38396261256862e-05,3.50018594376237e-05,3.5515362141482e-05,3.54191157916156e-05,3.53003558139043e-05,3.56945760588749e-05,3.63151912286919e-05,3.81835290290795e-05,4.07150122622996e-05,4.41256719961802e-05,4.76461976170775e-05,5.15181062173124e-05,5.5028210973384e-05,5.82256155609776e-05,6.20218643369504e-05,6.45833344932352e-05
20,"AND","Andorra",0.000213322843699411,0.000218224712474196,0.000228655309178676,0.00024219627369532,0.000231370153250231,0.000236764963796257,0.000258037172311489,0.000281445092621021,0.000305042403523766,0.000314141797107729,0.000339769851368168,0.00035285615089206,0.000343599059327165,0.000332086258354702,0.000322531101213331,0.000315000139380593,0.000306038047973532,0.000285764589568915,0.000255955634356712,0.000226608857393605,0.000202059202059202,0.000193587569906622,0.000174133092804169
24,"AGO","Angola",3.82455550064408e-06,5.11168168601914e-06,6.22283255459437e-06,7.5037206867979e-06,8.63027655508128e-06,9.97380129175122e-06,1.01178732230485e-05,9.94754392271065e-06,9.95780747888507e-06,9.9521612051072e-06,9.50172240118797e-06,9.23364421721802e-06,9.05182455404281e-06,8.94940077642553e-06,9.43662709586658e-06,1.00968009459423e-05,1.1113113453295e-05,1.20164345100347e-05,1.31421032602872e-05,1.40324467258469e-05,1.48675593623953e-05,1.57663912359268e-05,1.62971764270784e-05
660,"AIA","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"ATG","Antigua and Barbuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"ARG","Argentina",4.93650334897243e-05,6.37665038183996e-05,8.34102590606506e-05,0.000105543202124323,0.000126975766196599,0.000150241226750586,0.000160853762119983,0.000162252532600283,0.000162388576048097,0.000161241409409193,0.000156416817279145,0.000152927099821165,0.000151437925869746,0.000152596022053916,0.000177175734423886,0.000193360070811518,0.000214038110437609,0.0002338527460136,0.000258458899034312,0.000280381867642312,0.000301916643988025,0.000323082401708128,0.000341733710278593
51,"ARM","Armenia",8.61600184060523e-06,1.20007672830997e-05,1.52977243105316e-05,1.90979416374685e-05,2.29634232462256e-05,2.76315072691867e-05,2.93079168382077e-05,3.0089272608477e-05,3.15074540267699e-05,3.27902476675744e-05,3.27869631431769e-05,3.31856594250004e-05,3.40033234731701e-05,3.51556239520091e-05,3.8409234825757e-05,4.27291786444429e-05,4.92003203254898e-05,5.54012152502014e-05,6.31046723192941e-05,6.98432462289965e-05,7.69886598555465e-05,8.45582939862571e-05,9.06321919071926e-05
533,"ABW","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"AUS","Australia",0.000209156624783841,0.000211157620551416,0.00024724021952059,0.000273823437734604,0.000305527764848173,0.000324629560500146,0.000329568784183593,0.000355297402651152,0.000311541155033656,0.000341145047820929,0.000328616655508527,0.000351387267981449,0.00032199226998612,0.00034460202120111,0.000365484527267915,0.00040602964520273,0.000399323597085467,0.00039236890060511,0.000389319461170651,0.000430146276963611,0.000440454987663557,0.000455464186325494,0.000461912699654547
40,"AUT","Austria",0.00016975457731984,0.000196461382344563,0.000205395797082316,0.000211785545464138,0.000216594146377995,0.000212692801466827,0.000205596058650992,0.000210958078772229,0.000212702139134598,0.000194167240079283,0.00021044062919835,0.000212115791865788,0.000220640804954596,0.000221702740729376,0.000228167420126192,0.000237194422714478,0.000248378443589707,0.000256889235045239,0.000259034507129161,0.000252254524815539,0.00025345233481188,0.000254583707067054,0.00026209484781247
31,"AZE","Azerbaijan",5.88922297045449e-05,5.95472926324095e-05,6.05730578380925e-05,6.74026305242832e-05,7.51218924938301e-05,8.48442238600547e-05,9.20496667472052e-05,0.000104180019344388,0.000115252071113951,0.000116236923485816,0.000124802138909861,0.000105853190890477,0.000118333214282948,0.000122122151673376,0.000131094876088599,0.000134724226245088,0.000136301047816867,0.000149177499202611,0.000155939206245295,0.000162605145924152,0.000171403870021968,0.000181499839708022,0.000186731893099726
44,"BHS","Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"BHR","Bahrain",0.000735126686363751,0.000762745170535852,0.000839208685008098,0.000922575604942333,0.00096706345064077,0.00101339252550944,0.00106078285774902,0.00115325621893416,0.000900622600403659,0.000809697376665285,0.000783589929509865,0.000801104220276435,0.00077065062015333,0.000752175880755156,0.000761173152400899,0.000829575771101691,0.000872550208880007,0.000926667005300535,0.00102195866446139,0.00110427871191577,0.00121829967329264,0.0013326362620578,0.00140602744266702
50,"BGD","Bangladesh",2.20599628957616e-06,2.98472359226689e-06,3.69763413887237e-06,4.50538868662176e-06,5.29578108177677e-06,6.2379096147477e-06,6.49237600496074e-06,6.55631093353861e-06,6.75279259950044e-06,6.95264248469447e-06,6.80633632713069e-06,6.79044787697146e-06,6.83802723466582e-06,6.88177006709057e-06,7.43774261587806e-06,8.17335107394032e-06,9.19988718810442e-06,1.01981554763069e-05,1.14244549242877e-05,1.24459099845815e-05,1.34391782304474e-05,1.45846402799741e-05,1.53633725002362e-05
52,"BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"BLR","Belarus",3.86788662081985e-06,4.30072913977662e-06,4.65255452611451e-06,5.04248909510696e-06,6.04307479045021e-06,6.58118371281204e-06,6.97558877092625e-06,7.76073263826315e-06,8.5432544236793e-06,9.77423207309569e-06,1.13877970897008e-05,1.23657170324435e-05,1.4713921147779e-05,1.59903236303838e-05,1.80980820795649e-05,1.9976586172651e-05,2.06982949990702e-05,2.13553478072551e-05,2.21426804403321e-05,2.28243655516416e-05,2.4093939926345e-05,2.52617955116777e-05,2.63880866584766e-05
56,"BEL","Belgium",0.000167784416534569,0.000159431180655943,0.00016355706617335,0.000190822534753554,0.000204392284642261,0.000203271099611714,0.000206675073981144,0.000229631930131662,0.000278245332644629,0.000280646687771668,0.000260656012443938,0.000275405625377324,0.000280905654234671,0.000280480853507718,0.000289051969313743,0.000287381911756723,0.00030093310442414,0.000287468534502993,0.000268660671420648,0.000250674994647044,0.000240063702680151,0.000231174941464435,0.000226231819402566
84,"BLZ","Belize",0.000138931640641249,0.000135429262394196,0.000132037955052405,0.000129167645209433,0.000126043626528692,0.000123049487293803,0.000120181900675027,0.000117776514017088,0.00011515649178365,0.00011267749092055,0.000110522622987464,0.00010863694020113,0.000107102910766364,0.000121269089727522,0.000131409028339506,0.000136993533794054,0.000139118408550746,0.000139047166613734,0.000146833269644512,0.000151633919736825,0.000156486993601252,0.000161487484719934,0.000166308059772202
204,"BEN","Benin",1.3332336861425e-05,1.78867535556162e-05,2.1932825541327e-05,2.63734840469145e-05,3.05273736806411e-05,3.53399426388556e-05,3.6179144365616e-05,3.58474291784891e-05,3.615349696945e-05,3.63041146625669e-05,3.50423631468677e-05,3.42367869649345e-05,3.38523426719864e-05,3.38548007368512e-05,3.58931322966216e-05,3.86909719144705e-05,4.28060711797469e-05,4.65646538577652e-05,5.12533495780769e-05,5.49207172661948e-05,5.84507482842649e-05,6.22456363616079e-05,6.46303294933581e-05
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",6.99434493828218e-07,9.42135931921075e-07,1.17969800405209e-06,1.26968312463055e-06,1.35629574582106e-06,1.39697749522575e-06,1.44613720509673e-06,1.59610311938275e-06,1.73066535581417e-06,1.78086115481185e-06,2.17151654998841e-06,2.23157474342181e-06,2.40309632338562e-06,2.46664238497698e-06,2.63809052809168e-06,2.70511903200021e-06,2.77900721964767e-06,3.07812499863365e-06,3.13606426519386e-06,3.26899637141403e-06,3.42656207246517e-06,3.59287227123835e-06,3.69761070540105e-06
70,"BIH","Bosnia and Herzegovina",0.000315838587340137,0.000245534373381976,0.000338223279765435,0.000255750991274111,0.000391034213079853,0.000332169356546435,0.000330204929121758,0.000434145168163885,0.00025206725580414,0.000181290696924763,0.000178426737981385,0.000176322458512127,0.000172002087974714,0.000131856868125717,0.00014113424891377,9.93098250898612e-05,0.000104855348455869,0.000124999018903049,0.000132642026229005,0.00013419779326458,0.000144346368603972,0.000155612616912004,0.000152774401690291
72,"BWA","Botswana",2.49567888545645e-05,3.38265424846617e-05,4.18911165208091e-05,5.10164144766192e-05,5.97067912440798e-05,7.0266012329836e-05,7.25876028670029e-05,7.27003925312802e-05,7.42283243329414e-05,7.51587240000839e-05,7.31475036143472e-05,7.21636972554834e-05,7.21698058999966e-05,7.26115534452604e-05,7.78631519711765e-05,8.4592422861471e-05,9.47961585025778e-05,0.000104086866735503,0.000115443812109689,0.00012481487793345,0.000134307151816563,0.000144489521225858,0.000151693953836374
76,"BRA","Brazil",1.70576934404981e-05,1.6441103609697e-05,1.93376778834341e-05,2.12999801707588e-05,2.52270921451426e-05,2.48397549399715e-05,3.17232198112705e-05,3.42280046268924e-05,3.84590797234249e-05,3.82998862483097e-05,4.54282728009747e-05,4.2435033855336e-05,4.5955122387717e-05,5.0068964545606e-05,5.25902801857764e-05,5.60461065488633e-05,5.9944045713948e-05,6.28282415919506e-05,6.51863831907214e-05,6.79941652318088e-05,7.08267437882038e-05,7.37193973693084e-05,7.66324459602621e-05
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
