"code","iso","country","BLC.raw.2000","BLC.raw.2001","BLC.raw.2002","BLC.raw.2003","BLC.raw.2004","BLC.raw.2005","BLC.raw.2006","BLC.raw.2007","BLC.raw.2008","BLC.raw.2009","BLC.raw.2010","BLC.raw.2011","BLC.raw.2012","BLC.raw.2013","BLC.raw.2014","BLC.raw.2015","BLC.raw.2016","BLC.raw.2017","BLC.raw.2018","BLC.raw.2019","BLC.raw.2020","BLC.raw.2021","BLC.raw.2022"
174,"COM","Comoros",1.40735961912019e-06,1.39902881544374e-06,1.39088241784676e-06,1.38622932789185e-06,1.39376279019061e-06,1.42699221119028e-06,1.43372597576063e-06,1.42864187191957e-06,1.41977911090515e-06,1.40547228398599e-06,1.35617643255259e-06,1.29748400413376e-06,1.25176053267458e-06,1.1888690383789e-06,1.13206216698277e-06,1.09033193773029e-06,1.04791029435299e-06,1.01230333673163e-06,9.76003898509704e-07,9.6523822516252e-07,9.5698939095554e-07,9.4230235950434e-07,9.26348776479586e-07
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",5.59219506154778e-07,6.24869881862035e-07,6.93703348971757e-07,7.7017256056841e-07,7.44421856576077e-07,8.2950038934777e-07,9.09569623111255e-07,9.08037725023388e-07,8.7508408557257e-07,8.241687922705e-07,8.25895668816862e-07,7.80705090571366e-07,7.63483178416522e-07,7.60570516354509e-07,7.41296370751068e-07,7.35975787031375e-07,6.84036166563904e-07,6.7276383200428e-07,6.51022308495622e-07,6.35021513806781e-07,5.84389763222616e-07,6.15648951240872e-07,6.29524199058682e-07
384,"CIV","Cote d'Ivoire",6.55155984194398e-07,6.39115481601572e-07,6.3054783713548e-07,6.16832332518748e-07,7.96299782215102e-07,7.97365643019539e-07,7.9359648010753e-07,8.02607947792998e-07,7.85945046189906e-07,7.30026044568967e-07,7.89394301985086e-07,8.84253830928566e-07,9.1471557250437e-07,9.201267927174e-07,9.17585230305535e-07,7.29921768112262e-07,6.9476062512228e-07,7.17354508350969e-07,6.44651488822522e-07,6.6687941010617e-07,6.65396734369391e-07,6.79199860934989e-07,6.63373014155154e-07
191,"HRV","Croatia",9.47972366449146e-07,9.98504599037862e-07,9.93563948225936e-07,1.12700028029077e-06,1.08746821070673e-06,1.11116466505517e-06,1.06053809122834e-06,1.02499033209789e-06,1.00355730326027e-06,9.6601855478542e-07,9.48905558327221e-07,8.90424739782534e-07,8.12237790321444e-07,7.81549045001084e-07,7.06590635859623e-07,7.60602869158684e-07,7.48424244376419e-07,7.44644669426917e-07,6.93403597550185e-07,6.72274315570096e-07,6.57849050274379e-07,7.07577066659069e-07,6.78755336704058e-07
192,"CUB","Cuba",8.51632525542913e-07,8.31983677781947e-07,7.14397443379718e-07,6.4696559274187e-07,6.34079362964508e-07,5.76589848316826e-07,4.8945943179544e-07,5.2454679730668e-07,5.06930845930802e-07,4.98347169489103e-07,4.32699686345886e-07,4.46528864984067e-07,4.6236001136465e-07,4.70768940312456e-07,4.75689894158302e-07,4.918267355374e-07,4.42632092135194e-07,5.29336847162171e-07,5.77087678233531e-07,4.84033335575543e-07,4.18800521773598e-07,3.78663034031724e-07,3.83454596127323e-07
531,"CUW","Curacao",4.20699740392326e-06,4.31426723841796e-06,4.33028818100171e-06,4.27136051083031e-06,4.20355523494488e-06,4.13690050414086e-06,4.08343673204552e-06,4.10572186235032e-06,4.13830920561554e-06,4.09966808897139e-06,4.05280261135212e-06,4.01092470529885e-06,3.89645042315418e-06,3.80423944846688e-06,3.69861854222937e-06,3.63343811173846e-06,3.55641519145471e-06,3.45704062883915e-06,3.37714803709361e-06,3.27506551735617e-06,2.70203110212257e-06,2.87060916290216e-06,3.04611083289477e-06
196,"CYP","Cyprus",1.14855661179687e-06,1.13062583741701e-06,1.05178411584282e-06,1.06754015584292e-06,9.9296600659818e-07,7.75482301944764e-07,7.01908439831912e-07,6.31348623486812e-07,6.23277078899082e-07,5.76760451856762e-07,5.42157242930541e-07,4.99415059646679e-07,4.40310314810611e-07,3.6254387033755e-07,3.65494552597288e-07,3.88625247363837e-07,3.8976047726548e-07,3.98540680578713e-07,3.75540809191456e-07,3.76222755199211e-07,3.31131921965911e-07,3.60442278581747e-07,3.40806970617074e-07
203,"CZE","Czech Republic",7.99059603678737e-07,7.92488720748495e-07,7.77143479188278e-07,7.89505577586381e-07,8.11450691405865e-07,7.99293593778828e-07,7.854233526861e-07,7.63661662943667e-07,7.62684450791549e-07,7.61024289694864e-07,7.50905865765078e-07,7.26411286993833e-07,7.16644840949215e-07,7.05317664595557e-07,6.92689309433109e-07,6.90428765952688e-07,6.79948592706774e-07,6.77719910986028e-07,6.63075508156206e-07,6.51846326504741e-07,6.30283432411066e-07,6.73312732163058e-07,6.51820383844984e-07
180,"COD","Dem. Rep. Congo",9.06671986509229e-07,9.11197977586826e-07,9.15399064643367e-07,9.21936270532732e-07,9.27583454908322e-07,9.33359114585469e-07,9.36502772587252e-07,9.38313750171803e-07,9.41669623681156e-07,9.40948835229969e-07,9.14580728367012e-07,9.30081558723466e-07,6.80684198245269e-07,7.56644890270561e-07,8.41656976721138e-07,8.24049575256759e-07,8.15025213610467e-07,8.68573891644812e-07,7.2716402120724e-07,7.13305556772987e-07,7.00018809107289e-07,6.86529842427072e-07,6.64951905127196e-07
208,"DNK","Denmark",8.69392724442844e-07,8.77068059733897e-07,8.54436339130984e-07,8.69175125301434e-07,8.60820178234046e-07,8.60930480770736e-07,8.61077571250789e-07,8.55877488716528e-07,8.30152441272332e-07,7.85473544597582e-07,8.00238043866295e-07,7.36494527486326e-07,6.77602053987519e-07,6.49419454574688e-07,5.96227882952064e-07,5.91676197094373e-07,5.78481238264352e-07,5.54643896643282e-07,5.19857295436349e-07,4.72206909406925e-07,4.33172622176937e-07,4.66941486546353e-07,4.42986339506878e-07
262,"DJI","Djibouti",1.4042476085545e-06,1.34677953303562e-06,1.36280254658107e-06,1.33082460933627e-06,1.32619533016325e-06,1.36292225455856e-06,1.34545563231325e-06,1.36664432639453e-06,1.35690974778264e-06,1.3033917979138e-06,1.2793717011849e-06,1.15213499271561e-06,1.12667869597136e-06,1.07438033253821e-06,1.02458376231345e-06,1.00104101445735e-06,9.71438954874385e-07,9.55058450322102e-07,9.32896504891254e-07,9.32336576944685e-07,9.34853794929982e-07,9.22652316726365e-07,9.13596946060504e-07
212,"DMA","Dominica",1.93906495718283e-07,1.99752474137702e-07,1.81334388085516e-07,1.85049014408292e-07,1.81468774717803e-07,1.81208308141074e-07,1.82860428934775e-07,2.02934997721858e-07,1.95123967358895e-07,1.99933498123723e-07,2.09182422548129e-07,1.49194789452389e-07,1.55833088197377e-07,1.52572977089546e-07,1.4711993247922e-07,1.47861333406895e-07,1.4722562504629e-07,1.50478064854418e-07,1.50245433522239e-07,1.50548916765752e-07,1.36811441472004e-07,1.37329781692869e-07,1.37957438244649e-07
214,"DOM","Dominican Republic",5.44564783925883e-07,5.39571499362271e-07,5.56564832897738e-07,5.02573900800796e-07,5.24310854754087e-07,5.5570221501152e-07,5.71378415694815e-07,5.57627135026098e-07,5.23837215646672e-07,5.11564527421966e-07,5.16056754631077e-07,4.76009832332005e-07,4.8298847021283e-07,4.78387368291143e-07,4.45748764809002e-07,4.8863339735979e-07,5.08228152280796e-07,4.96694979881417e-07,5.11977571201107e-07,5.38601240314528e-07,4.94490132579227e-07,5.22178003859568e-07,5.27540395832131e-07
218,"ECU","Ecuador",5.76918134847076e-07,6.05702228641118e-07,6.1083404108901e-07,6.27934573123076e-07,6.51272781973024e-07,6.64695019760773e-07,6.4243146734606e-07,6.3858703094079e-07,6.33041935273869e-07,6.33224991677064e-07,6.33769119565086e-07,6.51179225486684e-07,6.61873038645119e-07,6.76193472708554e-07,6.83727127010256e-07,6.5262961168671e-07,6.19496206998857e-07,6.17440586996567e-07,5.8419723929328e-07,5.55020939512189e-07,4.77017472130815e-07,4.93248131805326e-07,4.95069777594034e-07
818,"EGY","Egypt",5.27816324599047e-07,5.22014459264952e-07,5.23982127409538e-07,5.04623555027674e-07,5.27979188424991e-07,5.25676563498045e-07,5.43355647240887e-07,5.64509473262706e-07,5.65545786777411e-07,5.83783477119517e-07,6.05396126198335e-07,6.08402275504677e-07,6.24227167831943e-07,6.12247888487766e-07,6.17849438750493e-07,6.05483041360643e-07,6.15554104772396e-07,5.87235138951578e-07,5.73457651746293e-07,5.24134908230539e-07,5.06983789710568e-07,5.47906761911699e-07,5.44155635323311e-07
222,"SLV","El Salvador",4.97257017247487e-07,5.10158398791028e-07,5.2004277367693e-07,5.43534956460359e-07,5.68613466457442e-07,6.10721869436051e-07,6.3810147410468e-07,5.59905537103172e-07,5.6092870794727e-07,5.87744807472825e-07,5.88979702214631e-07,5.40967269742102e-07,5.56861900140781e-07,5.04483294068063e-07,4.50303511379674e-07,4.72761958422707e-07,4.8080879621086e-07,5.07691566825741e-07,5.01054669991744e-07,4.97722331228212e-07,4.49113011450021e-07,4.87400187395234e-07,4.98410685848975e-07
226,"GNQ","Equatorial Guinea",1.18895432039825e-06,1.00432362211859e-06,1.40717535457733e-06,5.7641383912385e-06,1.2374998709508e-05,7.40337997918526e-06,8.22869869958554e-06,7.448008857933e-06,6.24922235285485e-06,5.81320227102598e-06,5.48371495617625e-06,4.42332465786895e-06,4.34699585091984e-06,3.81250504452569e-06,4.06649177556626e-06,5.18376307162747e-06,4.71113272637183e-06,4.20533288909862e-06,4.57646439926882e-06,4.75881250718826e-06,4.96892902004257e-06,5.07830849516474e-06,5.11469318200539e-06
232,"ERI","Eritrea",7.80896198029345e-07,7.97775980415118e-07,7.83953179115357e-07,7.70429084231937e-07,5.73196893865291e-07,5.57588688326282e-07,5.40132363913714e-07,5.37041095650011e-07,5.20650985162276e-07,5.21401001176735e-07,5.27352690724548e-07,5.75244413724305e-07,5.56320493409271e-07,5.48190794378969e-07,5.54849147998962e-07,5.54962077715375e-07,5.6729013278206e-07,5.8889516033381e-07,5.95130192696886e-07,5.94666717358734e-07,5.89257393860323e-07,5.88117497599933e-07,5.78883151480644e-07
233,"EST","Estonia",1.79849917219627e-06,1.96262472664564e-06,2.00835208689549e-06,2.23444946712189e-06,2.23765301434503e-06,2.26982372930659e-06,2.18733194549854e-06,2.57075910588928e-06,2.35905698214627e-06,2.1968127021992e-06,2.67643296430955e-06,2.67627536160616e-06,2.62463775400482e-06,2.79242969621408e-06,2.7267339897823e-06,2.47211164247139e-06,2.67754958926348e-06,2.73431759123694e-06,2.69061348533098e-06,2.15732574681439e-06,1.97455207452509e-06,1.99115470178943e-06,1.96606133050683e-06
748,"SWZ","Eswatini",2.18908823842624e-06,2.14900160215607e-06,2.00563683449137e-06,1.99790433755134e-06,1.93801489012717e-06,1.9134946171832e-06,1.93639805186135e-06,1.9192362753502e-06,1.86933845410169e-06,2.11157107905132e-06,1.87241038283801e-06,1.91501425506157e-06,1.90473539170548e-06,2.0526682352567e-06,2.00649983299223e-06,2.01684606342551e-06,1.96460686715478e-06,1.73073669947932e-06,1.71919586895343e-06,1.76248357226056e-06,1.71945413592039e-06,1.75950422655915e-06,1.74040867025455e-06
231,"ETH","Ethiopia",9.61525235991489e-07,9.53324868396451e-07,9.40099215914922e-07,9.28451449885524e-07,9.19430962614426e-07,9.03446004997212e-07,8.82667829466001e-07,8.76253535027805e-07,8.66706308316307e-07,8.55253068723053e-07,8.39562718818217e-07,8.27961910705457e-07,8.18615434498639e-07,8.134359107681e-07,8.0413646726283e-07,7.94399342829221e-07,7.91143477203296e-07,7.71227057458606e-07,7.59292976976604e-07,7.48034322354546e-07,7.14858957355208e-07,6.98797867048066e-07,6.81874258933686e-07
234,"FRO","Faeroe Islands",2.02282674679997e-08,2.01030503008475e-08,1.9986936428229e-08,1.98765068079934e-08,1.9736054002463e-08,1.96714666560281e-08,1.96910602895747e-08,1.96279126921509e-08,1.9520858041526e-08,1.93901098486603e-08,1.9270190788866e-08,1.91376290355106e-08,1.89859156437711e-08,1.88276148803838e-08,1.86764617659397e-08,1.85421730474899e-08,1.82859539290155e-08,1.80202014629955e-08,1.77638057008393e-08,1.75142648069168e-08,1.72690016118719e-08,1.71142339519799e-08,1.70494390560608e-08
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",5.20741907831909e-07,5.60763260903853e-07,4.95757568875445e-07,4.85533493376801e-07,5.35121307578765e-07,5.32641392367046e-07,5.41774309570327e-07,5.09357218992922e-07,4.99085865611016e-07,4.54007487645398e-07,5.35830474403686e-07,4.91750919989841e-07,4.8477931687312e-07,4.92024855052092e-07,4.88084016105149e-07,4.81609491211846e-07,4.7545742021614e-07,4.66654190927253e-07,4.73662860543944e-07,4.75609894315661e-07,4.53912374402804e-07,4.48726418899649e-07,4.41733492700892e-07
246,"FIN","Finland",1.27119119632899e-06,1.28833981735762e-06,1.29715821559862e-06,1.31054246645449e-06,1.29417387561384e-06,1.23783806708354e-06,1.25210850679734e-06,1.24660039516626e-06,1.22570745497441e-06,1.15113321458843e-06,1.23521016649034e-06,1.14656542720054e-06,1.14482929553705e-06,1.09760364061625e-06,1.04745284106205e-06,9.93547173062656e-07,9.86375932472262e-07,9.59404318174579e-07,9.18505533098122e-07,8.86761536725333e-07,7.99718240181653e-07,8.22716282699463e-07,7.89447185713645e-07
250,"FRA","France",8.0011533727712e-07,8.06304159832634e-07,7.74870553896256e-07,7.60557472272082e-07,7.40853551130871e-07,6.87956813999741e-07,6.54598033328449e-07,6.23616170359192e-07,6.11204796753169e-07,5.95119639753563e-07,5.86775183919565e-07,5.35968492494935e-07,5.15880769315676e-07,5.03106623852924e-07,4.52508101415059e-07,4.41214469313554e-07,4.22527497452264e-07,3.98827813929224e-07,3.73231622444374e-07,3.46331120445443e-07,3.07634735450564e-07,3.12824062195664e-07,2.94265825788294e-07
258,"PYF","French Polynesia",7.43527618962097e-07,8.07262282781426e-07,7.77733371657648e-07,7.91598743326223e-07,7.91596734574349e-07,7.46788068398919e-07,7.70392481354499e-07,7.54647124981692e-07,7.94447171332626e-07,7.71451451757035e-07,7.98002227819087e-07,7.12995663646213e-07,7.04918480545903e-07,6.94266245565694e-07,6.91028691112818e-07,6.85077473611432e-07,6.79261387497978e-07,6.65148006599208e-07,6.8418139996742e-07,6.90234555590444e-07,6.46585943683171e-07,6.42606095844934e-07,6.33147429366555e-07
266,"GAB","Gabon",5.32331462816431e-06,5.25690230738722e-06,5.39129852997631e-06,5.79722442257351e-06,6.09061734373208e-06,6.37593455766418e-06,6.42198401079548e-06,6.74723753955022e-06,6.86217413051904e-06,6.98466813816976e-06,7.38817935771113e-06,6.35040142787487e-06,5.77520637474897e-06,6.79095886514846e-06,6.37724185305353e-06,6.31462007029495e-06,6.10654644206373e-06,5.21860447687265e-06,4.93383340045283e-06,4.97499868559434e-06,4.83720652898364e-06,4.60351554566276e-06,4.48424889516332e-06
270,"GMB","Gambia",1.078917639577e-06,1.06883580466207e-06,1.06520638497824e-06,1.04834690292843e-06,1.04934089701803e-06,1.06588306783396e-06,1.06233927362297e-06,1.07610190630015e-06,1.06615192574709e-06,1.06057299923528e-06,1.02385667238401e-06,9.4254319019612e-07,9.06753894192533e-07,8.5822794078346e-07,8.15655421707742e-07,7.82654177763252e-07,7.51205135162135e-07,7.24832350944821e-07,6.97141923631311e-07,6.89508211801862e-07,6.84303658631462e-07,6.74290026610135e-07,6.58700887369227e-07
268,"GEO","Georgia",4.52138780074283e-07,4.19932418687284e-07,4.28939565596048e-07,4.29470808111397e-07,4.45402705042698e-07,3.96995644423922e-07,4.26270778035454e-07,4.89283658466892e-07,4.54829408821265e-07,5.19547308463195e-07,5.39154909926379e-07,5.38677142206724e-07,5.21958810610439e-07,6.09568154170771e-07,6.22652628773732e-07,6.33028173672225e-07,6.55827033434893e-07,6.00710673646689e-07,5.33163985622328e-07,5.40067864479346e-07,5.09551359368389e-07,5.2588086800288e-07,5.58208045738181e-07
276,"DEU","Germany",6.03648267909897e-07,6.01653525892906e-07,5.74296759958923e-07,5.65910447761393e-07,5.51798155459372e-07,5.45699932280377e-07,5.53664274157969e-07,5.14874954952506e-07,5.39078082745926e-07,5.07968301233363e-07,5.19927415106956e-07,4.86649477386823e-07,4.83132692732134e-07,4.74286328959618e-07,4.3116387193906e-07,4.17780521951375e-07,3.97426241524619e-07,3.85644469496552e-07,4.00572713702774e-07,3.8441587170133e-07,3.60157389026189e-07,3.61609697453134e-07,3.29853229158177e-07
288,"GHA","Ghana",6.15522881280981e-07,5.61558258422163e-07,5.30252366753022e-07,4.91410248312493e-07,4.68169730598599e-07,4.41024519617337e-07,4.21322106038628e-07,4.01773378726356e-07,4.13169166649161e-07,4.21597027006197e-07,4.07010106760536e-07,4.2323958286993e-07,4.36457630260263e-07,4.35533774341548e-07,4.3340414175612e-07,4.39794012473609e-07,4.19811008508582e-07,4.21073241511482e-07,4.2066291021995e-07,4.23654288669145e-07,4.15775976724249e-07,4.50928432009436e-07,4.43658589114735e-07
300,"GRC","Greece",6.57312895880676e-07,6.70656098854828e-07,6.86381901391278e-07,7.17782845626772e-07,6.26995438782908e-07,6.6645455508866e-07,6.86046575803387e-07,6.53858444082353e-07,6.25595224104886e-07,5.50757716681518e-07,4.63345126277531e-07,4.00417670037104e-07,2.99673527270899e-07,2.73424922335298e-07,2.76995400472369e-07,2.69814367647748e-07,2.58296999015802e-07,2.49964578905664e-07,2.44414174762837e-07,2.20961339339066e-07,2.01548453191735e-07,2.0544956794039e-07,1.95728241204046e-07
304,"GRL","Greenland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,"GRD","Grenada",3.14104349424156e-07,3.12669714376743e-07,2.9941981193412e-07,2.97303409753463e-07,2.8681287375324e-07,2.83630004960899e-07,2.88667100734979e-07,2.89012137428097e-07,2.99126943101508e-07,3.01794084071436e-07,3.10159961611497e-07,2.48881223608441e-07,2.58147473430843e-07,2.56241132019147e-07,2.54184374926645e-07,2.54075601437854e-07,2.5159133484211e-07,2.53047417543961e-07,2.51808117932108e-07,2.51732024905449e-07,2.37045233794926e-07,2.36689010227064e-07,2.36732854239897e-07
320,"GTM","Guatemala",1.44409813892239e-06,1.43105799145434e-06,1.71859877959775e-06,1.7355939077529e-06,1.75057949201933e-06,1.7626315724255e-06,1.7345957982557e-06,1.77536724589368e-06,1.72897754293979e-06,1.77657501073474e-06,1.83785915593394e-06,1.83979515929779e-06,1.87062385658209e-06,1.88315042603705e-06,1.89913300666867e-06,1.8991721069073e-06,1.99447353684708e-06,2.03218941035705e-06,2.03150188835516e-06,2.04671496506029e-06,2.04603573015039e-06,2.17284792804897e-06,2.15131740396659e-06
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",1.15420082377157e-06,1.14439941720472e-06,1.13144570400693e-06,1.11161079778292e-06,1.10410854132688e-06,1.12027230569071e-06,1.11315084870209e-06,1.11140915591446e-06,1.14680077352362e-06,1.1414773515534e-06,1.11311618482514e-06,1.04664450721656e-06,1.00995525123128e-06,9.58252843804393e-07,9.11257956546321e-07,8.75210927242375e-07,8.39529237128368e-07,8.09785204899487e-07,7.78132007930338e-07,7.67611542008714e-07,7.59822827841904e-07,7.46398985665877e-07,7.29830901849164e-07
624,"GNB","Guinea-Bissau",1.14342854093908e-06,1.12853425038234e-06,1.1133922384024e-06,1.11048408999419e-06,1.10553111158802e-06,1.12086175476899e-06,1.10901065078649e-06,1.10514357118113e-06,1.08561755108458e-06,1.07198235766063e-06,1.02133168928332e-06,9.56447055476455e-07,9.13445540537031e-07,8.60284065852565e-07,8.13744027119725e-07,7.75298984940671e-07,7.39776869371623e-07,7.08486917445349e-07,6.76856228332226e-07,6.65174047162115e-07,6.56238620883627e-07,6.44204907081235e-07,6.309076640459e-07
328,"GUY","Guyana",1.65193772352705e-06,1.67509163678188e-06,1.70629675622741e-06,1.44653884914947e-06,1.52627917967831e-06,1.51210640272057e-06,1.3548078334867e-06,1.44849066023531e-06,1.42072200547264e-06,1.25946713160256e-06,1.38585088937977e-06,1.54393035986188e-06,1.58207869884015e-06,1.44698521817132e-06,1.49798553270446e-06,1.46556072815776e-06,1.56351076768962e-06,1.53059385593734e-06,1.45562995663777e-06,1.47643372892196e-06,1.43721407094607e-06,1.49244198372972e-06,1.51549921548558e-06
332,"HTI","Haiti",8.00299753284426e-07,8.01802089459724e-07,8.00183784505354e-07,7.99951171177424e-07,8.03650627649496e-07,8.09947278723014e-07,8.15950674295227e-07,8.38055332674107e-07,8.37288887930618e-07,8.41229931282868e-07,8.63638148705177e-07,8.77572355534967e-07,8.60859640487049e-07,8.56040039773516e-07,8.5993130377599e-07,8.72316813686495e-07,8.72256434315937e-07,8.69094321509819e-07,8.68352516320765e-07,8.68074391918034e-07,8.30537398019548e-07,8.23700020969717e-07,8.17077560205263e-07
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",9.62978291731664e-07,9.80856446598572e-07,9.8955497139092e-07,1.03228072733061e-06,1.02875640318219e-06,1.03460170841685e-06,1.04079009855867e-06,1.08543352759142e-06,1.08109712560987e-06,1.08685903303988e-06,1.09885895913267e-06,1.11660132008852e-06,1.12452874065069e-06,1.12609723693934e-06,1.10997803862797e-06,1.21027075952118e-06,1.17744202887111e-06,8.97411530654446e-07,9.28130208502664e-07,9.21469599503668e-07,8.73580200736184e-07,8.70404494972234e-07,8.65635386379292e-07
344,"HKG","Hong Kong",1.62739646425844e-06,1.38841972100506e-06,1.0913690965648e-06,1.07395813239202e-06,6.87847808037913e-07,7.00211318166179e-07,5.87414269792589e-07,5.70997212729584e-07,5.54916575891726e-07,7.98926312559775e-07,7.16775728055025e-07,6.69114885689636e-07,6.13795665764743e-07,6.14919539956443e-07,5.89403999564147e-07,6.62781771363588e-07,6.74801734466061e-07,7.08155264747254e-07,6.29726847467266e-07,6.16627563343408e-07,5.41045516101195e-07,4.38159269331347e-07,4.20381018386725e-07
348,"HUN","Hungary",4.85695376196102e-07,4.98913548321442e-07,5.22317638768103e-07,5.17601164566044e-07,4.92575035506615e-07,5.87903614917208e-07,5.81359872212371e-07,5.73183613753426e-07,5.60975103952256e-07,6.18599974225674e-07,6.36966470043242e-07,6.50410617384074e-07,6.27354395936532e-07,6.32039151579958e-07,5.90108470699757e-07,6.17180264619357e-07,5.95016641779619e-07,5.74176376406538e-07,5.35148429306398e-07,5.03961945819968e-07,4.7007487457199e-07,4.82667593977907e-07,4.62223957331553e-07
352,"ISL","Iceland",2.72410673086514e-06,2.43354045107385e-06,2.62684851893412e-06,2.7830337932552e-06,2.90367962436548e-06,2.74853101802785e-06,2.28548718459203e-06,2.03373911246755e-06,1.87012166034906e-06,1.88568575200934e-06,1.65755930442908e-06,1.45524335526892e-06,1.36092109986399e-06,1.41783565821037e-06,1.31214430299804e-06,1.31916853595143e-06,1.20844958207009e-06,1.08286335402878e-06,9.77441747114867e-07,8.40997222359346e-07,7.42155544373115e-07,7.54267453364821e-07,6.58647879391032e-07
356,"IND","India",5.57960923437864e-07,5.46127698012214e-07,5.48912529749416e-07,5.45398341341258e-07,5.53200069985608e-07,5.57425309709946e-07,5.62221378566024e-07,5.69782344582358e-07,6.1668749347887e-07,6.29829378896942e-07,6.4704730543735e-07,6.33947691543257e-07,6.42512704747004e-07,6.35176384634179e-07,6.36478197594265e-07,6.31312104279184e-07,6.21267184866088e-07,6.21596684234661e-07,6.0955645076798e-07,5.88802868615937e-07,5.6430957327858e-07,5.69099245013254e-07,5.70164740632209e-07
360,"IDN","Indonesia",1.01670151106778e-06,1.01534086650087e-06,1.00620501422957e-06,1.01000531346529e-06,1.0163991734442e-06,9.95907868038487e-07,9.86047580120499e-07,9.79616429372778e-07,9.43441616612367e-07,9.17672115842989e-07,9.39078287522709e-07,9.65206152772348e-07,9.6669392517062e-07,8.69000756538259e-07,8.33882794086156e-07,7.49165265863917e-07,6.83463694415989e-07,6.37258360087555e-07,6.52380584683906e-07,6.15346045491409e-07,5.49568621907285e-07,5.31058429476199e-07,5.50089582626355e-07
364,"IRN","Iran",1.12981183423645e-06,1.13458616621169e-06,1.15992234972242e-06,1.17348865702276e-06,1.1916201891398e-06,1.25806535977422e-06,1.27003428475565e-06,1.31568053996355e-06,1.34731585402506e-06,1.33198894676833e-06,1.29873418858895e-06,1.22996536047631e-06,1.20172762488346e-06,1.18080877965402e-06,1.15678866280369e-06,1.01127303999079e-06,9.74804128071743e-07,9.80446502666671e-07,9.91223987610483e-07,9.39418104022833e-07,8.46496530767515e-07,8.72470924810568e-07,9.29224391703395e-07
368,"IRQ","Iraq",1.20699592883591e-06,1.27772765768927e-06,1.12184690251563e-06,8.12045590328741e-07,9.31499781195571e-07,9.26619962064128e-07,8.87362952038945e-07,1.04936057075684e-06,8.82189709618024e-07,8.63420826562998e-07,8.6991260125047e-07,8.46841657586101e-07,9.30500619684884e-07,8.41809442606162e-07,6.66329914005684e-07,6.46962050406542e-07,6.71857164314057e-07,7.09494647090027e-07,7.83310908431404e-07,8.1151704162986e-07,6.77335526703297e-07,6.39082495829276e-07,6.59899661705901e-07
372,"IRL","Ireland",8.98031145811729e-07,8.80295554019535e-07,8.30986052660288e-07,8.06991472331998e-07,7.90101894310339e-07,7.90843870320543e-07,7.44276588049306e-07,6.98869962166687e-07,6.72392313253927e-07,5.88586125227923e-07,5.38738824074574e-07,4.83847170395936e-07,4.6112351159434e-07,4.50242126687898e-07,4.2544048920663e-07,4.02473174517755e-07,3.87352164558095e-07,3.47726254766389e-07,3.42183170864678e-07,3.09144908403809e-07,2.77449362954177e-07,2.71121614619042e-07,2.44488835332128e-07
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",1.54589578363367e-06,1.57408983379787e-06,1.61878704513247e-06,1.68606569797572e-06,1.60316143127938e-06,1.35997275737169e-06,1.41500784240608e-06,1.46091346139825e-06,1.59202365676259e-06,1.57110342281806e-06,1.55277868582916e-06,1.3047313548483e-06,1.46662034441991e-06,1.23229484299975e-06,1.18926550579565e-06,1.20896999095385e-06,1.20296481239142e-06,1.20654738583225e-06,1.17408560633851e-06,1.11623936591805e-06,1.02189669458795e-06,9.97300891746119e-07,1.05268080474155e-06
380,"ITA","Italy",5.50811354093436e-07,5.45747641392835e-07,5.49970013486523e-07,5.55810056399638e-07,5.31158664841496e-07,5.29486940182303e-07,5.13877696470273e-07,5.10974197876422e-07,4.9533242441426e-07,4.60961969031192e-07,4.39368400251502e-07,3.97603332929725e-07,3.82684537239356e-07,3.52731442666234e-07,3.2902179303445e-07,3.15646365847874e-07,2.9789677782898e-07,2.82651812560176e-07,2.68064099280206e-07,2.52731117819743e-07,2.22514173403879e-07,2.39485173642212e-07,2.25596185517588e-07
388,"JAM","Jamaica",4.42493588711074e-07,4.34409880872075e-07,4.88092924886569e-07,4.95707196429214e-07,4.74184988689081e-07,4.6470226733283e-07,5.84547589074184e-07,6.01446854837875e-07,4.44846289586191e-07,4.11211746869278e-07,3.83722264310815e-07,4.28313487460506e-07,4.13054979500282e-07,4.01657645793459e-07,3.93551213128452e-07,3.71624940272587e-07,3.27357046013572e-07,3.79541745104185e-07,4.22472676127515e-07,4.31535912634633e-07,3.92199860747927e-07,3.89922738479684e-07,4.00975702644299e-07
