"code","iso","country","ERC.raw.2004","ERC.raw.2006","ERC.raw.2008","ERC.raw.2010","ERC.raw.2012","ERC.raw.2014","ERC.raw.2016","ERC.raw.2018","ERC.raw.2020"
232,"ERI","Eritrea","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
233,"EST","Estonia","267861.0","256567.0","257234.0","336368.0","348518.0","513932.0","506587.0","397737.0","331830.0"
748,"SWZ","Eswatini","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
231,"ETH","Ethiopia","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
234,"FRO","Faeroe Islands","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
238,"FLK","Falkland Islands","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
242,"FJI","Fiji","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
246,"FIN","Finland","9323847.0","9088258.0","9630933.0","9847135.0","1.0317071E7","4485159.0","5688462.0","6251291.0","6230620.0"
250,"FRA","France","1.5108E7","1.038542E7","1.205587E7","1.2202406E7","1.1637038E7","1.3383547E7","1.6505456E7","1.7812295E7","2.2487716E7"
258,"PYF","French Polynesia","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
266,"GAB","Gabon","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
270,"GMB","Gambia","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
268,"GEO","Georgia","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
276,"DEU","Germany","1.1391797E7","1.7320807E7","2.331591E7","2.8422963E7","3.395317E7","3.8987091E7","4.3488132E7","4.6524957E7","4.5117729E7"
288,"GHA","Ghana","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
300,"GRC","Greece","45715.0","15727.0","135183.0","126148.0","118046.0","137441.0","219944.0","298902.0","396288.0"
304,"GRL","Greenland","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
308,"GRD","Grenada","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
320,"GTM","Guatemala","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
831,"GGY","Guernsey","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
324,"GIN","Guinea","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
624,"GNB","Guinea-Bissau","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
328,"GUY","Guyana","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
332,"HTI","Haiti","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
336,"VAT","Holy See","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
340,"HND","Honduras","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
344,"HKG","Hong Kong","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
348,"HUN","Hungary","285045.0","571549.0","766545.0","859331.0","960408.0","1222780.0","1032554.0","1087730.0","1311975.0"
352,"ISL","Iceland","17000.0","-8888","22362.0","17188.0","14244.0","3819.0","4633.0","1286.0","19397.0"
356,"IND","India","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
360,"IDN","Indonesia","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
364,"IRN","Iran","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
368,"IRQ","Iraq","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
372,"IRL","Ireland","168553.0","141713.0","103690.0","167689.0","403049.0","721092.0","559136.0","1206622.0","1179815.0"
833,"IMN","Isle of Man","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
376,"ISR","Israel","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
380,"ITA","Italy","2640544.0","2633122.0","2459014.0","2372758.0","2593019.0","2598814.0","5503166.0","8365318.0","8085012.0"
388,"JAM","Jamaica","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
392,"JPN","Japan","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
832,"JEY","Jersey","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
400,"JOR","Jordan","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
398,"KAZ","Kazakhstan","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
404,"KEN","Kenya","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
296,"KIR","Kiribati","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
689,"XKX","Kosovo","-8888","-8888","-8888","-8888","-8888","-8888","0.0","-8888","0.0"
414,"KWT","Kuwait","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
417,"KGZ","Kyrgyzstan","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
418,"LAO","Laos","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
428,"LVA","Latvia","31478.0","11230.0","18264.0","63463.0","152846.0","169799.0","124960.0","172070.0","179458.0"
422,"LBN","Lebanon","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
426,"LSO","Lesotho","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
430,"LBR","Liberia","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
434,"LBY","Libya","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
438,"LIE","Liechtenstein","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
440,"LTU","Lithuania","161637.0","169827.0","194077.0","110821.0","105545.0","186127.0","277687.0","292879.0","463629.0"
442,"LUX","Luxembourg","53660.0","-8888","38344.0","31630.0","36142.0","210212.0","238787.0","268674.0","300010.0"
446,"MAC","Macao","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
450,"MDG","Madagascar","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
454,"MWI","Malawi","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
458,"MYS","Malaysia","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
462,"MDV","Maldives","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
466,"MLI","Mali","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
470,"MLT","Malta","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
584,"MHL","Marshall Islands","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
478,"MRT","Mauritania","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
480,"MUS","Mauritius","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
484,"MEX","Mexico","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
583,"FSM","Micronesia","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
498,"MDA","Moldova","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
492,"MCO","Monaco","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
496,"MNG","Mongolia","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
499,"MNE","Montenegro","-8888","-8888","-8888","-8888","3304.0","303.0","1935.0","623.0","1608.0"
504,"MAR","Morocco","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
508,"MOZ","Mozambique","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
104,"MMR","Myanmar","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
516,"NAM","Namibia","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
520,"NRU","Nauru","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
524,"NPL","Nepal","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
528,"NLD","Netherlands","519659.0","1505669.0","1668319.0","5517622.0","9022998.0","1.0258157E7","1.0567736E7","9938894.0","9423248.0"
540,"NCL","New Caledonia","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
554,"NZL","New Zealand","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
558,"NIC","Nicaragua","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
562,"NER","Niger","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
566,"NGA","Nigeria","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
570,"NIU","Niue","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
408,"PRK","North Korea","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
807,"MKD","North Macedonia","-8888","-8888","100.0","30.0","19322.0","112.0","-8888","1496.0","0.0"
578,"NOR","Norway","1169029.0","1896209.0","2090892.0","1280454.0","4270918.0","3244689.0","3748208.0","3632091.0","1532956.0"
512,"OMN","Oman","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
586,"PAK","Pakistan","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
585,"PLW","Palau","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
591,"PAN","Panama","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
598,"PNG","Papua New Guinea","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
600,"PRY","Paraguay","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
604,"PER","Peru","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
608,"PHL","Philippines","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
616,"POL","Poland","3978965.0","2381797.0","3121752.0","3804481.0","3566578.0","5012702.0","5412060.0","5646257.0","3662342.0"
620,"PRT","Portugal","2614150.0","1692411.0","1545807.0","1339912.0","1196610.0","1280796.0","1170911.0","1146998.0","1188439.0"
634,"QAT","Qatar","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
178,"COG","Republic of Congo","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
642,"ROU","Romania","888800.0","1316853.0","1333230.0","1543628.0","1647589.0","2161887.0","2480323.0","2054565.0","1958887.0"
643,"RUS","Russia","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
646,"RWA","Rwanda","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
652,"BLM","Saint Barthelemy","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
659,"KNA","Saint Kitts and Nevis","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
662,"LCA","Saint Lucia","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
670,"VCT","Saint Vincent and the Grenadines","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
882,"WSM","Samoa","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
674,"SMR","San Marino","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
678,"STP","Sao Tome and Principe","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
682,"SAU","Saudi Arabia","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
686,"SEN","Senegal","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
688,"SRB","Serbia","-8888","-8888","-8888","26697.0","49022.0","55633.0","84945.0","100946.0","109774.0"
690,"SYC","Seychelles","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
694,"SLE","Sierra Leone","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
702,"SGP","Singapore","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
534,"SXM","Sint Maarten","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
703,"SVK","Slovakia","526080.0","259735.0","586362.0","255085.0","270205.0","313086.0","557782.0","569321.0","627900.0"
705,"SVN","Slovenia","391788.0","421086.0","313752.0","282493.0","326157.0","268937.0","231365.0","206733.0","191399.0"
90,"SLB","Solomon Islands","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
706,"SOM","Somalia","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
710,"ZAF","South Africa","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
410,"KOR","South Korea","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
728,"SSD","South Sudan","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
724,"ESP","Spain","3173976.0","3612112.0","2551895.0","2523031.0","3269202.0","3535204.0","3829151.0","3564644.0","3449498.0"
144,"LKA","Sri Lanka","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
275,"PSE","State of Palestine","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
729,"SDN","Sudan","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
740,"SUR","Suriname","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
752,"SWE","Sweden","9375147.0","1.0221594E7","8411250.0","6261041.0","6711785.0","7617027.0","9062161.0","8932442.0","8927011.0"
756,"CHE","Switzerland","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
760,"SYR","Syria","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
158,"TWN","Taiwan","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
762,"TJK","Tajikistan","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
834,"TZA","Tanzania","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
764,"THA","Thailand","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
626,"TLS","Timor-Leste","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
768,"TGO","Togo","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
776,"TON","Tonga","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
780,"TTO","Trinidad and Tobago","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
788,"TUN","Tunisia","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
792,"TUR","Turkiye","0.0","0.0","142677.0","119117.0","440023.0","565532.0","801024.0","1130798.0","1266389.0"
795,"TKM","Turkmenistan","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
796,"TCA","Turks and Caicos Islands","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
798,"TUV","Tuvalu","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
800,"UGA","Uganda","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
804,"UKR","Ukraine","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
784,"ARE","United Arab Emirates","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
826,"GBR","United Kingdom","4224160.0","54245.0","170888.0","797765.0","1584682.0","1937878.0","7331069.0","8466696.0","-8888"
840,"USA","United States of America","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
858,"URY","Uruguay","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
860,"UZB","Uzbekistan","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
548,"VUT","Vanuatu","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
862,"VEN","Venezuela","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
704,"VNM","Viet Nam","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
876,"WLF","Wallis and Futuna Islands","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
732,"ESH","Western Sahara","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
887,"YEM","Yemen","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
894,"ZMB","Zambia","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
716,"ZWE","Zimbabwe","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888","-8888"
