"code","iso","country","FGA.raw.1999","FGA.raw.2000","FGA.raw.2001","FGA.raw.2002","FGA.raw.2003","FGA.raw.2004","FGA.raw.2005","FGA.raw.2006","FGA.raw.2007","FGA.raw.2008","FGA.raw.2009","FGA.raw.2010","FGA.raw.2011","FGA.raw.2012","FGA.raw.2013","FGA.raw.2014","FGA.raw.2015","FGA.raw.2016","FGA.raw.2017","FGA.raw.2018","FGA.raw.2019","FGA.raw.2020","FGA.raw.2021","FGA.raw.2022"
4,"AFG","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074492061770933,0.049387274013893,0.0317080136741743,0.0249093592074356,0.0302836437934906,0.0418971661792502,0.0557069255486131,0.0723768082583365,0.0891729543514561,0.101733235735854,0.109593983246589,NA
8,"ALB","Albania",0.761859863476619,0.622063633211848,0.589982882167531,0.535091629791238,0.463728031479903,0.41997366373043,0.381550870756396,0.335500189138451,0.275939922526958,0.209239049709627,0.146028934430289,0.106082690592835,0.0745350416611328,0.0493445341949579,0.0317332922903821,0.0247726221621327,0.0303230601685287,0.0421084990009097,0.0557413772435082,0.0724466786900613,0.0892425316757779,0.101821661964125,0.109472879259334,0.11077391057343
12,"DZA","Algeria",0.0253335274690794,0.10906206950284,0.175650944864653,0.228613373711499,0.257059355306876,0.258136045527109,0.228648082954734,0.198821091572976,0.161891753267657,0.1277356824465,0.097342296804199,0.0789469079992198,0.0624557956004324,0.0482369518503285,0.0377825536163601,0.0332703675060451,0.0363490270062758,0.0436860434908561,0.0525486648124662,0.0638537298497128,0.0750035706572478,0.0834844304534985,0.0888014017737049,0.089776945062336
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0718890659869909,0.0606333072031131,0.0623270310619637,0.0661331042656139
24,"AGO","Angola",0.762369697845512,0.622656184201521,0.590374788294085,0.534601485203126,0.463349979886383,0.419550558282176,0.380992707396828,0.335165592056519,0.27565165684365,0.208903982903372,0.145994531856695,0.106026517174099,0.074621270959127,0.0491132979148274,0.0316377445709992,0.0246346206505184,0.0301013964557619,0.0417448159553184,0.0555092690065724,0.0721756389770472,0.0891642484593114,0.101757289017612,0.10977820664413,0.11108155455739
660,"AIA","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"ATG","Antigua and Barbuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"ARG","Argentina",0.045921236144782,0.0886989453665088,0.14046550731859,0.192212533527755,0.239376982687956,0.274635241423495,0.307740091264179,0.307288082045417,0.278936971958569,0.238133376038521,0.19612459242151,0.163095815778436,0.138546543698382,0.128932150973454,0.143113213207751,0.176891771768671,0.225537517255275,0.258385715008071,0.279859544117667,0.272863471271258,0.251878379630333,0.217167270151724,0.169912635331486,0.12297154246643
51,"ARM","Armenia",0.761835528295379,0.62236850410432,0.590094856687258,0.534874369322152,0.463529919628651,0.419748448420546,0.38134290410146,0.335417935027445,0.275809454987647,0.209095624080825,0.145875092975447,0.106135487585053,0.0745882861022134,0.0493050809799014,0.0318143254319239,0.0246545934408307,0.0298425635927302,0.0416261176957595,0.0555023627292979,0.0723932529943965,0.089174251564931,0.101853189986965,0.109662779663132,0.110971895321171
533,"ABW","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"AUS","Australia",-0.135783627253901,-0.114581206052713,-0.068500927330101,-0.00975594829814275,0.055424938502407,0.101709725916948,0.13796137888088,0.128824034118669,0.112607394697747,0.106583400810416,0.0893488907710862,0.0740751747047563,0.0729922391071824,0.0706215508914352,0.0684441258090425,0.0705922747197272,0.0770429857990935,0.0699553639703039,0.0622491447828499,0.051915430250346,0.0473516518876991,0.0422974807750773,0.0409110834845285,0.0387451271835224
40,"AUT","Austria",0.00812730604396195,0.0125462990175389,0.034306673588208,0.0315141079166827,0.0175971233800554,0.0113368436879868,0.015099434765214,0.0220415617397254,0.0312476254659837,0.0328183527327885,0.0241750665276075,0.0135286643108272,0.0113339021921841,0.0129299904209614,0.016627620162327,0.0226186802227835,0.0297378718189487,0.0342984689258488,0.0375226074816128,0.0390835683446531,0.0304648404911523,0.0212757744832219,0.00435525585433272,-0.00437674775083052
31,"AZE","Azerbaijan",-0.0568342912513974,-0.051745171281281,-0.0236353751850883,0.0172998837176468,0.0640658830704395,0.110284852246038,0.149913145725931,0.175408645758738,0.186834088894664,0.181195842554218,0.156794833021696,0.11469739069728,0.0922947927037905,0.105119453901432,0.115905031203452,0.122766820487574,0.126862130071537,0.113405410574198,0.0965739827144318,0.0831775106766188,0.0642311397570943,0.0422835177945067,0.0242815043298885,0.0313455450036273
44,"BHS","Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"BHR","Bahrain",-0.124368686936412,-0.0152011409997501,-0.020367226761688,-0.00254883691218089,0.0498119175406799,0.113824126168428,0.119147466341564,0.12155035610707,0.124938400626341,0.114113187063132,0.0882979113192286,0.0671178196532052,0.0443496231177551,0.0217847831884104,0.00399172972365047,-0.00648957656087601,-0.00442660364775038,0.0076866678348082,0.0334077649709486,0.0522738417481676,0.0675606923944956,0.080730711276451,0.0918988696641418,0.0954058206976565
50,"BGD","Bangladesh",0.76201030818981,0.622427699883974,0.590287500740318,0.535054738110078,0.463638004097616,0.41988669877495,0.381384611113792,0.335307834832826,0.275794522746417,0.208908483277783,0.146208373507584,0.106429624674513,0.075128219376037,0.0499661411448267,0.0319774075188173,0.0246974204893593,0.0299482543405025,0.0414013576841692,0.0551458236362601,0.0718889795191322,0.0889000331061804,0.101363505466653,0.109563048608435,0.111134480083466
52,"BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"BLR","Belarus",NA,NA,NA,NA,NA,0.0561769392806746,0.0693318825347735,0.0785065280310031,0.0859079792642368,0.0900076867675499,0.091793818103644,0.0968946534107249,0.100634445900124,0.106735624358975,0.108598528115031,0.115519084948699,0.119822390447922,0.115821563229406,0.106879611495959,0.0935250430273009,0.0791110960103119,0.0671903025299743,0.0537323639407352,0.0457439935054327
56,"BEL","Belgium",-0.0802035637686065,-0.111590178675851,-0.139003442607901,-0.146104498027977,-0.136702907579711,-0.104436180690456,-0.0431291026538052,0.0296861494706886,0.0761343451008394,0.105682238653735,0.103749165018422,0.0999216444341817,0.0910189790145941,0.0717114848818423,0.05626559625593,0.042355248096168,0.0392198841973281,0.0344831582020104,0.0348261563451779,0.040175098616684,0.0310664537319743,0.010231048007016,-0.0165565836062119,-0.0291953341268159
84,"BLZ","Belize",0.00693476479964916,0.00688858219528066,0.00676761544976268,0.00657234358610781,0.0066751612211442,0.00670476694553623,0.00666158794496652,0.00654606211132336,0.00651570966597048,0.00658170195180419,0.00657680899193225,0.00650143857545737,0.00635600862066776,0.00629319274466922,0.0140971876670011,0.0255438445639435,0.0373020007315825,0.0471138939728908,0.0537885962036497,0.0600739042026592,0.0637099170368838,0.0638555542781902,0.059864883044878,0.0513754091424596
204,"BEN","Benin",0.762252955424959,0.622819963482639,0.590484512237822,0.535235467391241,0.463779802791569,0.420020675725668,0.381345291262304,0.335471736811957,0.275766932180101,0.209031781762511,0.145908479588258,0.105990470381634,0.0745090115213509,0.0492350298022319,0.031764076403697,0.0247047573690771,0.0300105267944453,0.0416443460183182,0.0554275512565785,0.0722112693521053,0.0890438095404764,0.101697243536444,0.109607470255217,0.110839724817086
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",2.14556755795889,2.00653456878406,1.59515784534102,1.01493624829206,0.490833760750138,0.0378114617922218,-0.0209209609404797,-0.0596120854237404,-0.062515989735121,-0.0361910997927568,-0.00693326563320895,0.0329814212160078,0.0545724085693899,0.0431672567696706,0.0540921425385237,0.0858678744431924,0.0999187740854433,0.0862218297612058,0.0795864164288584,0.0735200578288522,0.0642311141834218,0.0638609307868914,0.0624025128363412,0.0616781401996345
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,0.34638523772669,0.333530757287175,0.278862960642064,0.194772412272193,0.0875680024654675,0.0170390926476611,-0.0263324057681437,-0.0520923364301388,-0.0864687202397645,-0.0978191982436598,-0.130506802934653,-0.127420997099483,-0.139428857701898,-0.136069033538058,-0.0953870995007366,-0.0694842206596707,-0.0556867370231821,-0.0354851732528715,-0.00934838046292974,0.0161009902987044
72,"BWA","Botswana",0.762301719121206,0.62245237459839,0.590317485839458,0.535053824608404,0.463531804894898,0.419509351146456,0.380792863269898,0.334597560862895,0.275279563011736,0.208800485831573,0.146028230694788,0.106242315729208,0.0749168720095164,0.0497616366737625,0.0321451232693928,0.0249054335413894,0.0300634998480356,0.0415816792255048,0.0553421316742586,0.0722095219543135,0.089069741515871,0.101795870156926,0.109736047368158,0.11111425671533
76,"BRA","Brazil",-0.0495584980987578,-0.0830517221000356,-0.0993045469261307,-0.0910926036457945,-0.0701676649485763,-0.0361788493270258,0.00325608375022424,0.0484009078654655,0.0900254439950576,0.112129490729939,0.149575204319154,0.149487976324242,0.130947538008406,0.117328988511882,0.101962176791509,0.0899379244315588,0.0747254550959504,0.0713873839952908,0.0702051660049512,0.0702735929260803,0.0664714761253256,0.0691792064841381,0.0630108364489228,0.0583257498540857
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",0.761804834625357,0.622040864059104,0.589802472117641,0.534765568077056,0.463450099393026,0.419998429007083,0.381444687874061,0.335466649575044,0.275980136207201,0.209306525308289,0.146025967088907,0.106133983418433,0.0745699810257059,0.0493122280968157,0.03174344311428,0.0247675102963976,0.0299576770929735,0.0417840648338839,0.0557878757900254,0.0725593810775342,0.089291303951148,0.101715675149129,0.109433467106709,0.110676816403149
100,"BGR","Bulgaria",0.26662127123187,0.315720251021703,0.354132536458153,0.37326477125595,0.367402756039214,0.35659900112408,0.360602083329658,0.366836057207176,0.357237277131941,0.355134361992896,0.330367817921161,0.298482800055668,0.264307347509932,0.222162936737788,0.194481546802778,0.170892431753794,0.135889304265747,0.111966892474177,0.0837319546408481,0.0743609200535884,0.0627654441333136,0.0435433183302991,0.0217917752539398,-0.00111352404622356
854,"BFA","Burkina Faso",0.761982235121835,0.62220648548789,0.590007454948964,0.53486814161841,0.463606836982968,0.419892171071913,0.38121914709859,0.335430795106004,0.27597153860354,0.20893839355986,0.156198476103206,0.13758889162865,0.131936972348226,0.133321755891337,0.141051428722312,0.153518885107966,0.169182827627837,0.179749727019612,0.180231927551874,0.169600564419013,0.157655686307604,0.147060651032743,0.13656795526134,0.125191417278117
108,"BDI","Burundi",0.762479012985636,0.622559552609373,0.590350412823254,0.535119443943076,0.463613063748756,0.41981995085156,0.381085869985065,0.334953112069637,0.275352382224964,0.208836236567016,0.146005450059496,0.106028799702558,0.0745302656369085,0.0493387716295852,0.0319061162748091,0.0246376310634016,0.0300396230303037,0.0417423210060646,0.0554019014030569,0.0722595454415693,0.0891680149430532,0.101738937116034,0.109613656899348,0.110899500922532
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,0.625504357129294,0.49245243592586,0.428367251592777,0.38844629057541,0.35550162722794,0.320026092763523,0.277704563837292,0.240515234387589,0.208120186631468,0.178709798092766,0.150786146935384,0.125877140341469,0.105739601271147,0.0914056676342605,0.0829493995606607,0.0800735681695692,0.0739991615288877,0.0687675171231703
116,"KHM","Cambodia",NA,NA,NA,0.535332403130997,0.463770203826013,0.419821187215913,0.38123199335388,0.443638447887561,0.510397332576052,0.557570472693037,0.581996159680752,0.605490154829927,0.608329877787786,0.579253198066015,0.51313842276951,0.412787721636232,0.287121493525551,0.24469155932509,0.21931220399305,0.200537854599594,0.182001481263681,0.161439616766392,0.144469382339651,0.13000293933698
120,"CMR","Cameroon",0.0181168089084447,0.0237089383151505,0.0220010772412707,0.0235814400819083,0.0277143462239331,0.0404155536794013,0.0489468164881244,0.0563483172629748,0.0679633726381454,0.0612203182208282,0.0497548594560933,0.0359172260922453,0.013121170433372,-0.00571465035823837,-0.0207650363785279,-0.0137794922154008,-0.00494930632118618,0.0125731661506778,0.0376790784461667,0.0600146799138226,0.078294030954509,0.0926007380589118,0.101491637748957,0.101520719407071
124,"CAN","Canada",-0.0241004176886789,-0.0125470905656222,0.00136320158375725,0.0104564823918434,0.0130642871054043,0.0135068622553913,0.0107251746451651,0.00359337540245908,-0.00596123753931732,-0.0073632197977016,-0.00871675187043064,-0.00448163375474508,-0.00184625419538031,0.00606491631856709,0.0163044513982606,0.0272115689803272,0.0364785751253394,0.0396226650308054,0.0349867217878934,0.0313294283039569,0.0268817545599147,0.0193493652626588,0.010421342770037,0.00658331335882667
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",0.761809853225882,0.622221282734494,0.59010794224868,0.534924615806408,0.463862566030988,0.420496264778496,0.381695506846633,0.33552718929239,0.275659255877093,0.208616215547081,0.145699072596813,0.105958205199868,0.074512522877183,0.0491352771466516,0.0317736511620184,0.0249693536810291,0.0301714848018713,0.0417419075808949,0.0553786765412256,0.0719315513896979,0.0887747277321622,0.101588432584416,0.109603872732431,0.110902762746656
148,"TCD","Chad",0.761719562363723,0.622350420301198,0.590293630942149,0.535105842062869,0.463342309564241,0.419750976098082,0.381300685726597,0.335013296567919,0.275492833016126,0.208924946346958,0.145932137053396,0.106211468586048,0.0747796223288779,0.0496790588218252,0.0319625076839025,0.0250012355525702,0.0303813967443602,0.041848174806854,0.0555286271998727,0.0723239291065196,0.0889544916125704,0.101610389397169,0.109480909774924,0.110885193298854
152,"CHL","Chile",0.299847914218017,0.345291684205046,0.368191234904871,0.352678101079526,0.335138575735045,0.307549007978406,0.278930735596336,0.250441094583264,0.247387706296162,0.226555298183834,0.211196005379418,0.204485666024458,0.211075911504729,0.206199455172377,0.198863185451772,0.190286184178602,0.17753339632417,0.164850791315386,0.15331129702355,0.146547710170273,0.135135081174488,0.12383342514529,0.116536293362773,0.110358214183687
156,"CHN","China",0.30907991760756,0.316238684024142,0.313602617981396,0.280432190483221,0.27171977927955,0.271761359394768,0.279986498616219,0.276590391775278,0.240092239638469,0.185234700699296,0.154988178432695,0.133454940379011,0.118704438815354,0.0918448582864659,0.0831299298033672,0.0895741338705038,0.0966539883216422,0.108696747256775,0.105112034733688,0.0832374017384809,0.068421160501517,0.0594907995835303,0.0503529315737488,0.0386278218541309
170,"COL","Colombia",-0.0254008014318158,-0.0328264104569618,0.0469341056086479,0.130396413815942,0.217560030426768,0.302494884402744,0.381944162262045,0.43487325665033,0.45285158998305,0.433795251063205,0.368020129588752,0.261355804749502,0.238243260479728,0.223061017852451,0.20938131088,0.198894600237118,0.193044666402834,0.196276929227985,0.184221125425788,0.173064750175592,0.161620870473061,0.151743177596752,0.136115550534916,0.119881633063475
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
