"code","iso","country","GHN.raw.1999","GHN.raw.2000","GHN.raw.2001","GHN.raw.2002","GHN.raw.2003","GHN.raw.2004","GHN.raw.2005","GHN.raw.2006","GHN.raw.2007","GHN.raw.2008","GHN.raw.2009","GHN.raw.2010","GHN.raw.2011","GHN.raw.2012","GHN.raw.2013","GHN.raw.2014","GHN.raw.2015","GHN.raw.2016","GHN.raw.2017","GHN.raw.2018","GHN.raw.2019","GHN.raw.2020","GHN.raw.2021","GHN.raw.2022"
60,"BMU","Bermuda",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
64,"BTN","Bhutan",2145.96409090909,2187.29810909091,2245.23326666666,2226.28053939394,2258.59644848485,2268.17591515152,2438.97947878788,2339.11058787879,2624.94715151515,2732.68740606061,2882.25152727273,3174.28491515152,3224.77532727273,3352.53778181818,3709.78086060606,4160.88567878788,4989.06175151515,5305.6774909091,6044.42541212122,6880.50052727274,6434.82735151516,4930.42568484849,4567.51929090909,-9999
68,"BOL","Bolivia",175951.012363636,171281.219575758,138323.442121212,99163.8377575758,79236.5665454545,67312.6670303031,45080.7645454546,28551.6195757576,33787.7000000001,62022.8657575758,84748.9767272726,120867.547636364,132619.055212121,139200.74830303,147299.557515152,166043.766121212,173294.130666667,173463.595090909,176301.472,171782.274181818,168479.260181818,165334.298545455,172694.336545455,178072.812484848
70,"BIH","Bosnia and Herzegovina",-9999,-9999,-9999,-9999,66116.0080606061,62750.7888484848,49548.2462424242,44149.57,38970.704,40092.5556363636,48389.6636363636,56802.5846666668,66557.9003030303,54714.4383636364,52968.9015151515,53541.0248484848,44969.4203636364,47180.0026060606,45206.6040606061,41509.7371515151,41942.2954545455,43320.2991515152,48191.3425454546,41780.6960606061
72,"BWA","Botswana",17468.576009697,17761.4576484848,22110.6856969697,24045.9286060606,6736.45323122131,0,0,2997.29151515152,840.249515151518,23548.5036363636,10130.2123030303,38072.3264242424,64412.5432727271,56486.5431515152,45375.2505454545,29736.0722424243,15571.279030303,5771.12301230485,1720.1869090909,4199.79630303032,0,0,18242.9044848485,17730.4964242424
76,"BRA","Brazil",1299079.52727273,1348034.84242424,1400546.63636364,1436357.55757576,1473996.71515152,1549454.52727273,1597087.68484848,1583425.34545455,1543976.92727273,1548377.61818182,1454904.67272727,1531503.72121212,1594047.92121212,1662422.55757576,1790472.26666667,1946895.46060606,1951351.64848485,1853860.1030303,1753843.13939394,1554864.4,1348024.12121212,1175285.84848485,1248961.19393939,1187537.96969697
92,"VGB","British Virgin Islands",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
96,"BRN","Brunei Darussalam",7015.41602060604,12002.5868909091,13693.7918666666,11930.8189333333,13077.0648363636,13342.1261939394,13072.1958606061,15167.0850424243,24994.7975090909,35777.0372,33330.885030303,33621.4580727273,38337.4590666667,36779.0301757576,29171.9625333333,25158.4473272727,13428.0795272727,8678.0810791919,10766.0370445546,15086.9133770432,16978.4384969697,12031.0993900826,15198.7225818182,17808.5414727273
100,"BGR","Bulgaria",38284.2321314968,41608.50528191,46818.4159610652,33453.8782905418,43168.2687008264,41141.7949443526,45765.3778071625,57785.3908099173,81153.4551515151,92905.2175757576,70495.3248484848,62243.4,69564.6472727273,52729.1884848485,36334.8206060606,33998.1036363636,38297.4309090909,34922.1672727273,49350.8630853994,48875.4531202939,36941.4806060606,17219.5975757577,32274.5363636364,47370.3496969697
854,"BFA","Burkina Faso",24772.4200557576,27519.5293818182,29885.1902787879,31880.9130424242,39564.960969697,43689.2574545455,47446.7335757574,50279.6689696971,52955.3566060606,54533.6992727274,53568.4284848484,52562.4981818181,49913.8939393939,47162.1624242424,47639.0145454545,49517.7054545455,49719.3036363636,52582.3266666667,54790.2715151515,55405.3836363636,55347.6715151515,55170.953939394,55007.3466666667,55284.6721212121
