"code","iso","country","GHP.raw.1960","GHP.raw.1961","GHP.raw.1962","GHP.raw.1963","GHP.raw.1964","GHP.raw.1965","GHP.raw.1966","GHP.raw.1967","GHP.raw.1968","GHP.raw.1969","GHP.raw.1970","GHP.raw.1971","GHP.raw.1972","GHP.raw.1973","GHP.raw.1974","GHP.raw.1975","GHP.raw.1976","GHP.raw.1977","GHP.raw.1978","GHP.raw.1979","GHP.raw.1980","GHP.raw.1981","GHP.raw.1982","GHP.raw.1983","GHP.raw.1984","GHP.raw.1985","GHP.raw.1986","GHP.raw.1987","GHP.raw.1988","GHP.raw.1989","GHP.raw.1990","GHP.raw.1991","GHP.raw.1992","GHP.raw.1993","GHP.raw.1994","GHP.raw.1995","GHP.raw.1996","GHP.raw.1997","GHP.raw.1998","GHP.raw.1999","GHP.raw.2000","GHP.raw.2001","GHP.raw.2002","GHP.raw.2003","GHP.raw.2004","GHP.raw.2005","GHP.raw.2006","GHP.raw.2007","GHP.raw.2008","GHP.raw.2009","GHP.raw.2010","GHP.raw.2011","GHP.raw.2012","GHP.raw.2013","GHP.raw.2014","GHP.raw.2015","GHP.raw.2016","GHP.raw.2017","GHP.raw.2018","GHP.raw.2019","GHP.raw.2020","GHP.raw.2021","GHP.raw.2022"
36,"AUS","Australia",0.0203225482818674,0.0205253839549747,0.0208106963321542,0.0212567579908676,0.0220698217963643,0.0230236564805058,0.0222061282293365,0.0231286719213493,0.0235138063119327,0.0242129576775667,0.0243112097225554,0.0240439591868285,0.0246380511497306,0.0249972047832586,0.024674517233841,0.0247487151803066,0.0246007482363001,0.0249264585682074,0.0250357501044714,0.0251624638280281,0.0258055268173155,0.0257656839055273,0.0258112700616632,0.0247746577250408,0.0254240040576682,0.0258600919464981,0.0253725508557373,0.0258554511674156,0.0257060297732348,0.0268003301452753,0.025498050761764,0.0252084987557304,0.0251377066916267,0.0249209574609488,0.0247079436496699,0.0248792188696377,0.0249473696975111,0.0253129709287345,0.0258348638920561,0.0258944484300242,0.0261955271803238,0.0262853260343701,0.0262025338531875,0.0257923017785796,0.0264075322978969,0.0263977805448662,0.0262454106079879,0.0261380679945123,0.0257027147235056,0.0253084262411906,0.0247420699672064,0.0244499692569713,0.0242090372057229,0.0233901021565558,0.0227065654226249,0.0227370554956868,0.0227312808072885,0.0226810530384356,0.0223510105062983,0.0218409455609634,0.0208255771353813,0.0205159210231329,0.0203921985254592
40,"AUT","Austria",0.00703586031946755,0.00719869426903945,0.00755050867730436,0.00805775124233345,0.00828313238418389,0.00817767951071733,0.00832715793602516,0.00841492704756054,0.00872621488002742,0.00906566340391248,0.00982332331514596,0.0100563670441446,0.0105733927290644,0.0110774750975961,0.0108211460450652,0.0103227340421166,0.0109687430812799,0.0106755165866633,0.0108986479651376,0.0115366402076979,0.0102822291422415,0.0107200302297221,0.0103344274069399,0.0101409961239951,0.0105949612203188,0.0105312568365965,0.0103577455344227,0.0107906095461851,0.0103008747030612,0.01027501956476,0.0102842722897686,0.0106564489429961,0.00969418709455994,0.0096556088551037,0.00964737419478894,0.0100293170420058,0.0104208095044903,0.0103639401453883,0.0102628263076784,0.0100554857385662,0.0100485473127226,0.0104954768496995,0.0106634692562705,0.0112693058839565,0.0111722931788997,0.0112404864029138,0.0108900725040548,0.0105189845996986,0.0104209507521244,0.00959252086968226,0.0101168017233174,0.00982793238463552,0.00946373489603963,0.00945844034716291,0.0089701154503744,0.00913111749003407,0.00913252054444555,0.00933508199881649,0.00891990415497005,0.00901366228524581,0.00828817171597548,0.00865604702741699,0.00823046387028052
31,"AZE","Azerbaijan",0.00570020798562075,0.00592752888833962,0.00647467101711791,0.00692285404851463,0.00721759306189109,0.00753383537538391,0.00791623886239818,0.00838335678807947,0.00873872890774982,0.00911934706614263,0.00944814725302346,0.00979089902421942,0.010235556297471,0.0107117530351845,0.0112179564183694,0.0117071620042011,0.0120093962982183,0.0122881206231972,0.0128282272031325,0.0128903941495232,0.0130940800259719,0.0132013838839839,0.0132737815667985,0.0133641784575374,0.013316551078359,0.0135223285833152,0.0134732818338921,0.0129069283745555,0.0129283571817739,0.0127191428026369,0.012403170643327,0.0119347750746084,0.0111007958493914,0.00985904627208198,0.00876618859877181,0.0075764849021126,0.0069926407316759,0.00656254265939464,0.00666176924049033,0.00644470890357333,0.00638703004249186,0.00612148387414932,0.00602690789835963,0.00614908733194885,0.00624606994522362,0.0063437013292659,0.00646973616750446,0.0065225560229802,0.00698479471438026,0.00630130532947412,0.0061621685619657,0.00649307506462931,0.00672183863136235,0.00678867696152865,0.00680706158805816,0.00686705858980422,0.00681374779509997,0.00674759156986789,0.00696963441109458,0.00726935582325439,0.00643174990174001,0.00670234420852753,0.00708168223027856
44,"BHS","Bahamas",0.00514436681222707,0.0062677014706861,0.00770008313210087,0.00719522915582898,0.0101948913787513,0.0116715545153919,0.00949182212882377,0.0132926793807721,0.0121951334493763,0.0124145879764971,0.0174563359366713,0.0439090194377423,0.0412461399400574,0.0488691123820152,0.0449931080513938,0.0494691080388942,0.038146184302461,0.055944935259863,0.0373597313688284,0.0382962730031993,0.043226049376095,0.0155675700573795,0.0125025390111854,0.011075587735538,0.0100664272741597,0.00820960416370179,0.0076311581952441,0.00756494065363159,0.00797876384132201,0.00965572350306788,0.00905856013950103,0.00888402074926284,0.00874374496848989,0.00817885301425577,0.00800572794960493,0.00787935063461012,0.00775136833337159,0.00681266140290356,0.00825738590606155,0.0082480422890543,0.00814779363350502,0.00833659966143447,0.00845866491817414,0.00741853821383202,0.00748577191341022,0.00783171268875574,0.00781140972710569,0.00810907662456034,0.00806957372620902,0.00821546390912277,0.00832177875651,0.00823242227807911,0.00830752680854628,0.00860026448852587,0.00762807383631733,0.00717265983697354,0.00730240216578783,0.00647567039246153,0.00828461132702672,0.00841367471085657,0.00775228983125487,0.00767551592768922,0.00776182485170153
48,"BHR","Bahrain",0.0160949829175249,0.0307361448164341,0.0283382622188637,0.0234495477817123,0.0280771870494729,0.0237594139224504,0.0172260995181365,0.0213409616623397,0.0223874948411061,0.024174181341603,0.0291738545528072,0.0303662018598047,0.0319330731298043,0.0377998690732255,0.0358727658363726,0.0345801007309306,0.0378559844556132,0.0401995357347853,0.0396141481723238,0.0389562269070687,0.0364320853845199,0.0351598574570119,0.0366647025576893,0.0313770616544623,0.0325106305326358,0.0343111021582734,0.0364491177176163,0.0358262707232647,0.0363239540941414,0.0341141203439999,0.0360599882493458,0.0284508670844112,0.0262982451710643,0.0331129872506558,0.0322116159351644,0.0300593505989226,0.029792257995183,0.0311260214236573,0.0311553806484615,0.0298635233401673,0.0296690917882273,0.0240213431709658,0.0254871619779668,0.025610084599412,0.025501004858114,0.0262959937732906,0.0246984554795614,0.029979038607174,0.0305320770248473,0.0274709208421192,0.0274574830366376,0.0272817246759076,0.0258862743369262,0.0283912709553109,0.0271570320043565,0.0272779974481368,0.0258349915334254,0.0260634965960432,0.0210923480844998,0.0209232332209869,0.0203615818673691,0.0208409413195833,0.0216318001294632
50,"BGD","Bangladesh",0.000753788813092293,0.000691338775692562,0.00068882215799468,0.000688456188106479,0.000691765091929972,0.000673888817977401,0.000652641565848078,0.000659886673568583,0.000644038066836166,0.000650392576496835,0.000638286552961378,0.000605795197405226,0.000607757715380998,0.000603588809518073,0.000588970947406274,0.000602137299365886,0.000592916228943463,0.00059164990695667,0.000615734890019754,0.000625133925926371,0.000549775005327371,0.000542786791446043,0.000545091116813108,0.000531702925432496,0.000522841341554081,0.000528147799720379,0.000536521524711691,0.00052893913415844,0.000538333627766517,0.000540608168610816,0.000539243506140886,0.000535844666937147,0.000538667904377325,0.000535162627465579,0.00054397231581527,0.000592966471499432,0.000606451446495916,0.000628689664092101,0.000635324493463318,0.000670942511821089,0.000689169495573096,0.000732430663807691,0.000745915683534583,0.000760755025783057,0.000778877542988143,0.000799946264560179,0.000837658130984752,0.000853223735310863,0.000887715788685122,0.00091660434849616,0.000958238483498668,0.000978929606389359,0.00100782001397075,0.00100800012911759,0.00103788440489971,0.00108458848127732,0.001094858547291,0.00112640543252899,0.00117177640584669,0.00123573990227979,0.00119348862138527,0.00122401091649106,0.0012562360980464
52,"BRB","Barbados",0.00644064502257579,0.00694548947787315,0.00776500347061053,0.00765897191308956,0.00801913154361283,0.00854465825809654,0.00934612610799433,0.0102456382347286,0.0113052750046894,0.012006866339144,0.011358492441911,0.012102512894574,0.0121471465304077,0.0121458042944209,0.0121603410195606,0.0125760937310292,0.0123845642799335,0.0128785602992834,0.0130670932117972,0.0129329143119833,0.0134965355417529,0.0132962769549717,0.0130008410198637,0.013108629461414,0.0135809490864004,0.0140172152409164,0.0142933351395286,0.0142911611651086,0.014172969755992,0.0143732778376791,0.0147448120277516,0.016400147261779,0.0160910449940817,0.0190106132301385,0.0165527793910864,0.0172232990091612,0.0173368582877017,0.0177131910464091,0.0195940441962965,0.0201822538516864,0.0201108113520519,0.0202121171013313,0.0201141768778968,0.0204731232640122,0.0206537308430011,0.0210294941683335,0.0211383858740871,0.0213219043338589,0.0235089441927852,0.0233055396269417,0.0219730407591978,0.0224708769229652,0.0219098433364591,0.021603929713037,0.0199124590530212,0.0199081353408874,0.0200686526777415,0.0192738128924341,0.0195478819255742,0.0196578699407524,0.0185444061661673,0.0186169736842105,0.0187135867346033
112,"BLR","Belarus",0.00668866796779702,0.0069527240130109,0.007448084322566,0.00790918704143729,0.00820930186724328,0.00857407781649245,0.00904371059332402,0.00949605253932322,0.00980039972722003,0.0101276294866781,0.0106427788716814,0.011150826124427,0.0116918771509488,0.0122242783835238,0.0127392519348363,0.0132649439521725,0.0135912347253214,0.0138950544224876,0.014492701312336,0.0145162729549249,0.014792288706834,0.0147875818743563,0.0149369588788871,0.0151216184090216,0.0150440837537841,0.0154910526315789,0.0154052006372598,0.0148340243299377,0.014975325443787,0.0147182281219272,0.0142751430219088,0.0137399953894674,0.0123806853051984,0.0110031887723959,0.00947300540581239,0.0086738636337997,0.00877401393700855,0.00883577879883168,0.0087511838556198,0.00844797181296649,0.00817217306087112,0.00808276214379362,0.00806188363788813,0.00829615007999082,0.00873598402326132,0.0089956813568828,0.0093919327211751,0.00927039386136507,0.00965621797263535,0.00948131022686634,0.00972778314597595,0.00969009293629024,0.00982584010138421,0.0100493147934532,0.00992934868601045,0.00938757917175594,0.00929468553323296,0.00948906907492968,0.00982693217400333,0.00985127218767191,0.00964410052418179,0.00993618440465741,0.00986860144552418
56,"BEL","Belgium",0.0148954786530032,0.0151237898995073,0.0159635003358792,0.0170107225474904,0.0165615833377141,0.0166997845549722,0.0165337731967073,0.0168250653820675,0.0180846462889796,0.0186100253451367,0.0186891392711072,0.0180778529295798,0.0192371627768799,0.0199454305810473,0.0195517199989071,0.0175297682818574,0.0180930630347007,0.0176066324339358,0.0185355627614072,0.01905511991716,0.0183405681694394,0.0172639325236622,0.0161873980538139,0.0145300806045749,0.0152662629071739,0.0149478592066712,0.0145780856135828,0.0144916422447533,0.0143185529220139,0.0148431875111507,0.0146053039620546,0.0148139244734812,0.0146964736642271,0.0145289169738633,0.0149991948082581,0.0151679162213836,0.0154441475066993,0.0146252643954644,0.0150772987730677,0.0144803180859302,0.0145544592122912,0.0143190684552771,0.0142835256903149,0.0142154211014836,0.0142796798468344,0.0139281071156623,0.0135514665492601,0.0130579726512136,0.0129757189864064,0.0117424426617051,0.0123154550842883,0.0111668646446579,0.0108192163236436,0.010840056286145,0.0102627187996278,0.0105594137267083,0.0103796328474926,0.0103057381708456,0.0103195539287729,0.0101615548116543,0.00931337101091259,0.00957994995580073,0.00917376026248375
84,"BLZ","Belize",0.0039124645799372,0.00376750535959982,0.00420284235039714,0.00394776557221177,0.00425851904256574,0.00425658635227685,0.00410375525161481,0.00445059284989813,0.00406830394077945,0.00450128232256972,0.004280823787271,0.00462588653922708,0.00487406240504102,0.00469743448275862,0.00476312393095942,0.00510924992928189,0.0049532632556885,0.00512711571928949,0.00522991657849467,0.00510747198973368,0.00472738109182612,0.00451433814632572,0.00443217920201563,0.00446998135248922,0.00453325486316765,0.00470077583886047,0.00482809481371605,0.00501317113112645,0.0051450602630179,0.00507222921738157,0.00556878015652641,0.00640134719138484,0.00619498788748233,0.0059379020172317,0.00548504152890896,0.00524293069229106,0.00462297941288601,0.00483336634164989,0.00458437487494831,0.00443816734197557,0.0045050206733609,0.00485319629181782,0.0048321672584936,0.00488446124591853,0.00459073671213547,0.00450291217119929,0.00470596995798829,0.00454830687848492,0.00414863693317325,0.00429217846332093,0.00419599759085518,0.00448200207563316,0.00386578610866347,0.00425013345402219,0.00401652972313281,0.00459272906124695,0.00444613721812187,0.0044142911663682,0.00430053446263211,0.00465794214780452,0.00427911405065823,0.00455777677230015,0.00463547938174855
204,"BEN","Benin",0.000944885649870795,0.000941344441239001,0.000958555964557927,0.000967569506937237,0.000986759663228477,0.00101138245140529,0.00100655336898749,0.00103087540734223,0.00101210750105645,0.00104320683136305,0.00109018188866137,0.00107257744429849,0.00111265207159531,0.00115775669428453,0.00104562853878319,0.00109387433580282,0.00103880148390514,0.00109391324404602,0.00105664534921927,0.00107301881848487,0.00118374783740691,0.00109098787817745,0.00114432398501869,0.00112094399028077,0.00112696578439206,0.00115332051755472,0.00105541921113192,0.00100759599444377,0.000977123012883453,0.000985133382064711,0.00107988048511138,0.00110418273334485,0.00110068419785488,0.00110074321161561,0.00113751845647951,0.00108411445873496,0.00118504930801146,0.00119195224819814,0.0011930379213336,0.00120578665168859,0.00123489591274564,0.00112262395624207,0.00123008435526172,0.00120516116026618,0.00119051690570487,0.00124807547630083,0.00128647562888338,0.00134643059631273,0.00128090043315707,0.00130645862192197,0.00136238779297692,0.00133864706087979,0.00129857786208576,0.00133596573001718,0.00133701729389523,0.00137818522511606,0.0014436001149192,0.00146764545569076,0.00150066792661693,0.00152229650938567,0.00148702183787977,0.0015136615322352,0.00150916687236536
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",0.00234034600887619,0.00222783622743547,0.00214049533667214,0.00205118034861072,0.00196533761174245,0.00189211795615858,0.00180896355560964,0.00173819097144163,0.0016605272365067,0.001604014573309,0.00160317370037538,0.00159225416643731,0.00158029066706776,0.0015582171012735,0.00153826112979034,0.00153256460261902,0.0015194538049374,0.00150999636012933,0.00150794711518691,0.00150790050315498,0.0014907924490135,0.00158993423400935,0.00159684623056031,0.0016882155458048,0.0017164399732009,0.0017440313046924,0.00170783590536731,0.00177042211872551,0.00167780043889909,0.00159661821101819,0.00168312197148495,0.0016556269926547,0.00167783508931319,0.00171195074092136,0.00186239880290066,0.00203252479451639,0.00193985049135432,0.00192464867929014,0.00197443923732327,0.00220460428378781,0.0020229935951036,0.00198885507116641,0.00198136008839379,0.00207546480058365,0.00206568706335934,0.00209791308306813,0.00203276445949559,0.00227191929743227,0.00229194316094395,0.00223234500729563,0.00240539831839391,0.00240609338441761,0.00250174652809074,0.00266201026493746,0.0028466694823299,0.00319141124269112,0.00323773842597841,0.00347267302455559,0.00375744656841133,0.00343989320602143,0.00281534382904469,0.0032057464700329,0.00351107348026404
