"code","iso","country","CDP.raw.2000","CDP.raw.2001","CDP.raw.2002","CDP.raw.2003","CDP.raw.2004","CDP.raw.2005","CDP.raw.2006","CDP.raw.2007","CDP.raw.2008","CDP.raw.2009","CDP.raw.2010","CDP.raw.2011","CDP.raw.2012","CDP.raw.2013","CDP.raw.2014","CDP.raw.2015","CDP.raw.2016","CDP.raw.2017","CDP.raw.2018","CDP.raw.2019","CDP.raw.2020","CDP.raw.2021","CDP.raw.2022"
36,"AUS","Australia",0.0183935749474143,0.0185623315486732,0.0185961850910625,0.0187336680696167,0.019208287455913,0.0191410200285991,0.0191891343085916,0.0191897212418748,0.019024514748753,0.0187849748326447,0.01840580842784,0.0180956291488965,0.0178846353049294,0.0172641726071466,0.0167428279357831,0.0168533105714611,0.0169590000565611,0.0168192269346883,0.01663622620203,0.0164091440123313,0.0154621204929609,0.0150500524195896,0.0150998974795264
40,"AUT","Austria",0.00825952374544879,0.00872528749655786,0.00890563225156095,0.00953058265559292,0.00950801904306101,0.00961339852735647,0.00929021035932382,0.00893471301462011,0.0088320016376836,0.0080681677470023,0.00861100607361895,0.00833081886782644,0.00798137504524717,0.00799262460183381,0.00750915362242015,0.00767880974798727,0.00769476128446829,0.00791226424622357,0.00753031324743869,0.00765278939742999,0.00696671513771625,0.00737160879404515,0.00679991489546256
31,"AZE","Azerbaijan",0.003698197379917,0.00350323761759886,0.00349614644559038,0.00370260061631672,0.00388286751995001,0.00407461548192592,0.00406878691853191,0.00350026041497123,0.00376982815459187,0.00325268640891021,0.00304263765366678,0.00329331062479971,0.00352561359333491,0.00356333574849769,0.00360232206009586,0.00359433359771002,0.00355892582630948,0.00351196742084831,0.00347853351006665,0.003764647852131,0.00358157088493629,0.00378127513001533,0.00374079567222472
44,"BHS","Bahamas",0.00623416837428542,0.00590239847584839,0.00609931677055826,0.0061158675293214,0.00596980958293621,0.00547802785476878,0.00525708322936279,0.00523478328943763,0.00528196915613501,0.00585352812200284,0.00596806618230138,0.00559367112051859,0.00537045131536587,0.00526346687410865,0.00548944185891127,0.00571950384138407,0.00557961088550821,0.00629001052578818,0.00602604589132782,0.006068069518016,0.00537244723485808,0.00514989048232316,0.00517093340271767
48,"BHR","Bahrain",0.0270349009989277,0.0210540850246658,0.0212047365178539,0.0215475252559987,0.021457176136128,0.0219576358838823,0.0200015753371347,0.0257283047359485,0.0267316657447434,0.0238229681686186,0.0239571168599957,0.0234866645403075,0.0221390532762515,0.0246955087428145,0.0235671788260327,0.0238298586458107,0.0223880087766124,0.0225387269478267,0.0219431658114898,0.0251528808927099,0.0253108186649506,0.0260530137697093,0.0256723447844692
50,"BGD","Bangladesh",0.000205309447520294,0.000235701333912931,0.000238417207979665,0.000245117279550765,0.000258991877470698,0.000267375544883599,0.000292291311004295,0.000295846613794447,0.000311514657018856,0.000335008797478454,0.000363846208770512,0.00037651265298438,0.000399155368517986,0.000401213594953082,0.000423239604100423,0.000463521221740747,0.00047691262954763,0.000499040715473426,0.000504360304159884,0.000608954676571635,0.000559159173856614,0.000583151208424939,0.000596445534639352
52,"BRB","Barbados",0.0066078887012246,0.00622468412861702,0.0062208177741082,0.00635327747972523,0.00640655481275954,0.00654043202202785,0.00656430433576777,0.00663938324990779,0.00763462000966318,0.00730536134440248,0.00671638194320577,0.0070475654686946,0.0065292832802256,0.00658113256003713,0.00609044439171266,0.00606434656411762,0.00607832680393441,0.00589066382234198,0.00591941621962837,0.00594873127412478,0.00439465411067682,0.00436128485554235,0.00437742814998803
112,"BLR","Belarus",0.00550181649725544,0.00543916150392355,0.00545779551601424,0.00562308852716985,0.00598691229064709,0.00613729379799978,0.00642832645797131,0.00629834090084357,0.00659493151605749,0.0063735300026788,0.00658437371300931,0.00647959232544262,0.00662076315893357,0.00679065162583611,0.00673638912446889,0.00621482286659053,0.00613920755452024,0.00627782236350629,0.00658526838426934,0.00659213790190489,0.00629593317042741,0.00655067348632753,0.00638538799984584
56,"BEL","Belgium",0.0123615699308315,0.0122554031486029,0.0122777173377962,0.0123599350357059,0.0123566959218943,0.0119889792350376,0.0117437879231392,0.0113369724883655,0.0112203864657272,0.00998149148604802,0.0105183976468688,0.00951857602742551,0.00921987451681977,0.00920431945406884,0.00865632562357219,0.00897142757083698,0.00879174969892928,0.00870801441742479,0.0087483023724587,0.00865788431463732,0.00789535608228066,0.00825226229705596,0.00767863030338981
84,"BLZ","Belize",0.00164601549046197,0.0018017251108424,0.00168896076753898,0.00163770937658619,0.00144067497648166,0.00150284440481498,0.00153550214907405,0.00160283740447483,0.00142642252618011,0.00164440384376661,0.0016721451944391,0.00167890804702341,0.00133707155127144,0.00127558835816739,0.0013310968254644,0.00178174957137419,0.00170574959230956,0.00164281691945139,0.0015823444116985,0.00181742762050399,0.00155304918316102,0.00175501111993891,0.00178949307473259
204,"BEN","Benin",0.000210477730639068,0.000234206100603144,0.000283923098554258,0.000312564656069624,0.000328530275427846,0.000305510157928349,0.000398816309524276,0.000454563903882171,0.000440016608794606,0.000460562564573744,0.000495398409890386,0.000460574114639038,0.000439635024669412,0.000442923120223622,0.000451820111534375,0.000487421741453523,0.000576728709405755,0.00058672766328105,0.000622619041862321,0.000578998049507129,0.000612559285450126,0.000639575466913395,0.000631486976969509
60,"BMU","Bermuda",0.00835515016253457,0.00844131575579163,0.00885249237029502,0.00885261744966443,0.00913988076561029,0.00908089908657293,0.0101078995087023,0.0112368388608063,0.00993562422441132,0.00725699311353525,0.0093394754621952,0.00686673688123412,0.00565449550912065,0.00822978108029107,0.01029371488225,0.0082561736437911,0.00959221736840475,0.00992394282404146,0.010891454676304,0.00928741531191814,0.00716823439187391,0.00692147297153011,0.0070107709012041
64,"BTN","Bhutan",0.000675862270333925,0.000636948169408301,0.000672824552150116,0.000592816268577631,0.000473718804910645,0.000596783367585353,0.000584484233826046,0.000577338033806257,0.000612048257081643,0.000558827065197704,0.000691362823651367,0.00102620378061429,0.00115815050755704,0.00125972739842404,0.00139636427076919,0.00142142175926017,0.00168238422424918,0.00177420089211774,0.00193904277111143,0.00190059051960881,0.00119062117316888,0.00136617213092412,0.00134899517494462
68,"BOL","Bolivia",0.000981521656595501,0.000999625372774802,0.00116884745113582,0.00121094695407134,0.00119700535173666,0.00131301131296146,0.00129233643677609,0.0013072990511959,0.00131219053633973,0.00134690242585474,0.00143973271805093,0.00153407999019384,0.00165902015013123,0.00165395444863706,0.00182173809073665,0.00179318069208284,0.00188575495695247,0.00193880296548461,0.00193864272666648,0.00191937734645532,0.00153535991721075,0.00179858810556662,0.00175830726737214
